c,i,id,l1_c,l1_i,language,type,code,english_overlap
previous,following,person_2949,précédente,suivants,French,RJ,fr,0.5485808343258078
exhibits,presents,person_2949,exhibe,présente,French,RV,fr,0.4954675410070585
tower,tour,person_2949,tour,tour,French,RN,fr,0.28987842052528456
oldest,eldest,person_2949,aîné,aîné,French,RJ,fr,0.5966990395126457
give,tell,person_3275,donner,dire,French,RV,fr,0.5154370100102293
prepared,ready,person_3275,préparé,prêt,French,RJ,fr,0.618691975786543
would,should,person_3275,serait,devrait,French,RV,fr,0.7767642166785615
suggest,propose,person_3275,suggérer,proposer,French,RV,fr,0.6803127316067683
is,stays,person_3275,est,reste,French,RV,fr,0.5207985817619756
here,there,person_3275,ici,là,French,RY,fr,0.5609427128832707
machinery,engines,person_3275,machines,moteurs,French,RN,fr,0.468375688640316
would,should,person_3275,serait,devrait,French,RV,fr,0.7767642166785615
walk,watch,person_2797,marcher,regarder,French,RV,fr,0.3999713197406926
steps,stairs,person_2797,étapes,escaliers,French,RN,fr,0.4669244885984204
write,right,person_2797,écrire,droit,French,RV,fr,0.3985550086310635
historic,historical,person_3041,historique,historique,French,RJ,fr,0.7668080455888682
exhibited,exposed,person_3041,exposées,exposés,French,RV,fr,0.510763902727349
real,similar,person_3041,réel,similaire,French,RJ,fr,0.5526604370364446
experience,time,person_3041,expérience,temps,French,RN,fr,0.4490826135555734
good,enjoyable,person_3041,bon,agréable,French,RJ,fr,0.5103495696161198
unusual,uncommon,person_3041,inhabituel,rare,French,RJ,fr,0.6813430400124209
directions,indications,person_3052,directions,indications,French,RN,fr,0.4768022565728506
must,will,person_2984,doit,va,French,RV,fr,0.7587342518502187
theme,subject,person_2984,thème,sujet,French,RN,fr,0.4639667786270306
great,grateful,person_2984,grand,reconnaissant,French,RJ,fr,0.522805949178422
just,only,person_2984,juste,seulement,French,RY,fr,0.7624868591290412
great,grateful,person_2984,grand,reconnaissant,French,RJ,fr,0.522805949178422
describe,explain,person_2984,décrire,expliquer,French,RV,fr,0.6428564253288502
go,get,person_2984,aller,obtenir,French,RV,fr,0.6271303847193858
only,unique,person_2984,seule,unique,French,RJ,fr,0.45606899339408374
especially,specially,person_2984,surtout,spécialement,French,RY,fr,0.6593366744321834
go,get,person_2984,aller,obtenir,French,RV,fr,0.6271303847193858
satisfactory,enough,person_3253,satisfaisant,assez,French,RJ,fr,0.5091671114500208
square,place,person_3253,carré,endroit,French,RN,fr,0.37012684879901825
served,prepared,person_3253,servi,préparé,French,RV,fr,0.4840289170861692
also,besides,person_3253,également,outre,French,RY,fr,0.4651394112311844
documents,documentary,person_3253,documents,documentaire,French,RN,fr,0.5106706589657328
pay,have,person_3253,payer,ont,French,RV,fr,0.3978863372335713
option,solution,person_3253,option,solution,French,RN,fr,0.4363553955746944
directions,indications,person_3156,directions,indications,French,RN,fr,0.4768022565728506
mobile,portable,person_3156,mobile,portable,French,RJ,fr,0.5206054277406145
mobile,portable,person_3156,mobile,portable,French,RJ,fr,0.5206054277406145
mobile,portable,person_3156,mobile,portable,French,RJ,fr,0.5206054277406145
mobile,portable,person_3156,mobile,portable,French,RJ,fr,0.5206054277406145
mobile,portable,person_3156,mobile,portable,French,RJ,fr,0.5206054277406145
get,take,person_3156,obtenir,prendre,French,RV,fr,0.5923836320759215
mobile,portable,person_3156,mobile,portable,French,RJ,fr,0.5206054277406145
give,transmit,person_3232,donner,transmettre,French,RV,fr,0.42180858804986665
oil,gasoline,person_3232,huile,essence,French,RN,fr,0.5694635939546017
great,deep,person_3232,grand,profonde,French,RJ,fr,0.512965156570768
change,evolution,person_3232,changement,évolution,French,RN,fr,0.44036009638620643
structures,strictures,person_3232,structures,sténoses,French,RN,fr,0.45594491331747145
problems,issues,person_3232,problèmes,questions,French,RN,fr,0.7062719323586955
affecting,impacting,person_3232,affectant,effectuant,French,RV,fr,0.730399156993055
made,done,person_3230,fait,fait,French,RV,fr,0.5579313384449447
might,may,person_454,可能,可能,Chinese (Simplified),RV,zh,0.7637030396939197
had,got,person_454,有,得到,Chinese (Simplified),RV,zh,0.68252418524527
brother,bother,person_454,哥哥,打扰,Chinese (Simplified),RN,zh,0.2993079094184722
ago,before,person_504,前,以前,Chinese (Simplified),RY,zh,0.4342506129370873
have,play,person_504,有,玩,Chinese (Simplified),RV,zh,0.38793630517383093
break,brake,person_504,休息,制动,Chinese (Simplified),RN,zh,0.40170553541487247
succeed,try,person_504,成功,尝试,Chinese (Simplified),RV,zh,0.506887063091497
make,take,person_504,使,采取,Chinese (Simplified),RV,zh,0.5797301339098027
allowed,made,person_605,允许,作出,Chinese (Simplified),RV,zh,0.5413487835757942
broadening,enlarged,person_605,展宽,加大,Chinese (Simplified),RV,zh,0.5318643083524401
have,show,person_605,有,显示,Chinese (Simplified),RV,zh,0.4627274260526021
have,achieve,person_605,有,实现,Chinese (Simplified),RV,zh,0.41707578953295504
receiving,hearing,person_605,接收,听到,Chinese (Simplified),RV,zh,0.40759585914580265
jewellery,accessories,person_1550,珠宝,配件,Chinese (Simplified),RN,zh,0.47872328647701246
have,make,person_1550,有,使,Chinese (Simplified),RV,zh,0.5084922458533013
turn,term,person_2246,轮,学期,Chinese (Simplified),RN,zh,0.3281431076431456
experience,situation,person_2246,经验,情况,Chinese (Simplified),RN,zh,0.4523848346035425
promised,said,person_2246,答应,说,Chinese (Simplified),RV,zh,0.4386410590489578
deceitful,tricky,person_2246,骗人,棘手,Chinese (Simplified),RJ,zh,0.4508019077406102
refund,compensation,person_2293,退款,补偿,Chinese (Simplified),RN,zh,0.4255780935972367
faithfully,sincerely,person_2293,忠实,真诚,Chinese (Simplified),RY,zh,0.543266468432588
get,have,person_684,得到,有,Chinese (Simplified),RV,zh,0.5810301426419245
ashamed,shameful,person_684,惭愧,可耻,Chinese (Simplified),RJ,zh,0.5211661727689945
go,come,person_2592,去,来,Chinese (Simplified),RV,zh,0.680283608940724
closed,close,person_2592,闭合,密切,Chinese (Simplified),RJ,zh,0.6571601129334385
experienced,had,person_2592,经历,有,Chinese (Simplified),RV,zh,0.40506986659358024
fight,fright,person_2592,斗争,惊吓,Chinese (Simplified),RN,zh,0.3586872070916323
produce,give,person_2592,产生,给,Chinese (Simplified),RV,zh,0.5157169425479277
brings,give,person_2592,带来,给,Chinese (Simplified),RV,zh,0.5421391855510203
star,starring,person_1098,明星,主演,Chinese (Simplified),RN,zh,0.46586632064296357
resist,stop,person_1098,抗拒,停止,Chinese (Simplified),RV,zh,0.47910109989505395
doing,finishing,person_1098,做,整理,Chinese (Simplified),RV,zh,0.48673821555405905
beating,throbbing,person_1098,跳动,悸动,Chinese (Simplified),RV,zh,0.4620552198307062
invented,made,person_2234,发明,作出,Chinese (Simplified),RV,zh,0.4773021770520151
wont,dont,person_1714,不会,不,Chinese (Simplified),RV,zh,0.7807644531264134
again,anymore,person_1714,再次,了,Chinese (Simplified),RY,zh,0.4848181979918555
customer,consumer,person_708,客户,消费者,Chinese (Simplified),RN,zh,0.5527801975302573
starred,stared,person_708,主演,盯,Chinese (Simplified),RV,zh,0.3932063742575161
given,stated,person_708,给定,陈述,Chinese (Simplified),RV,zh,0.5479508905601498
start,be,person_708,开始,被,Chinese (Simplified),RV,zh,0.4627278466770287
very,completely,person_708,非常,完全,Chinese (Simplified),RY,zh,0.5706358515854314
take,bring,person_708,采取,带来,Chinese (Simplified),RV,zh,0.615602908389304
acceptable,agreeable,person_708,接受,同意,Chinese (Simplified),RJ,zh,0.5538907141811489
product,result,person_708,产品,结果,Chinese (Simplified),RN,zh,0.4288737533219538
size,number,person_708,大小,数量,Chinese (Simplified),RN,zh,0.4657996135121927
comfortable,suitable,person_708,舒适,合适,Chinese (Simplified),RJ,zh,0.5318269535828536
bear,bare,person_708,承担,裸露,Chinese (Simplified),RV,zh,0.4481671231100829
did,were,person_1496,做,被,Chinese (Simplified),RV,zh,0.5197808388918357
really,however,person_1496,真,然而,Chinese (Simplified),RY,zh,0.6085363001194499
affected,influenced,person_1496,影响,影响,Chinese (Simplified),RV,zh,0.6168998023145575
would,can,person_1496,会,可以,Chinese (Simplified),RV,zh,0.7136830526969147
has,does,person_1496,有,是否,Chinese (Simplified),RV,zh,0.45146149120786855
acquire,learn,person_1496,获得,学习,Chinese (Simplified),RV,zh,0.47214670358644045
described,mentioned,person_2407,描述,提到,Chinese (Simplified),RV,zh,0.6639856362296211
left,made,person_1541,离开,作出,Chinese (Simplified),RV,zh,0.509771140380075
thought,suppose,person_1541,以为,假设,Chinese (Simplified),RV,zh,0.601728173527158
share,spread,person_1541,分享,散布,Chinese (Simplified),RV,zh,0.44444303326672296
allows,makes,person_2676,允许,使,Chinese (Simplified),RV,zh,0.5200878266194306
say,show,person_2476,说,显示,Chinese (Simplified),RV,zh,0.47033676177954287
quite,very,person_2476,相当,非常,Chinese (Simplified),RY,zh,0.7700415000447092
fired,fried,person_2476,解雇,炸,Chinese (Simplified),RV,zh,0.3350241894360845
previous,last,person_2476,先前,最后,Chinese (Simplified),RJ,zh,0.5845517185609329
wanted,went,person_2476,想要,去,Chinese (Simplified),RV,zh,0.5231860667444574
have,getting,person_2476,有,越来越,Chinese (Simplified),RV,zh,0.5337645203426147
give,send,person_2476,给,发送,Chinese (Simplified),RV,zh,0.5443650503267198
made,let,person_2476,作出,让,Chinese (Simplified),RV,zh,0.3182019826190229
felt,got,person_2476,感到,得到,Chinese (Simplified),RV,zh,0.4959121803110105
started,was,person_2700,开始,是,Chinese (Simplified),RV,zh,0.5241949781160029
are,has,person_1792,是,有,Chinese (Simplified),RV,zh,0.4873338447623762
ticket,thicket,person_1792,票,灌木丛,Chinese (Simplified),RN,zh,0.24773892178898083
theatre,threat,person_1792,剧院,威胁,Chinese (Simplified),RN,zh,0.2943091258081342
past,pass,person_1792,以往,通,Chinese (Simplified),RN,zh,0.40243701072514676
petrol,petrel,person_1792,汽油,海燕,Chinese (Simplified),RN,zh,0.259965087446335
vehicles,transport,person_1792,车辆,运输,Chinese (Simplified),RN,zh,0.5333384494478515
travel,transport,person_1792,出差,运输,Chinese (Simplified),RV,zh,0.5581759764225034
money,refund,person_2098,钱,退款,Chinese (Simplified),RN,zh,0.45562197072901534
inability,disability,person_2098,无力,残疾,Chinese (Simplified),RN,zh,0.3753432927637329
studying,learning,person_234,学习,学,Chinese (Simplified),RV,zh,0.5080737444232245
enter,have,person_234,进入,有,Chinese (Simplified),RV,zh,0.37056357065943163
aisle,row,person_234,过道,排,Chinese (Simplified),RN,zh,0.34677750087196857
right,truth,person_234,正确,真理,Chinese (Simplified),RJ,zh,0.3913058886882115
try,chance,person_234,尝试,机会,Chinese (Simplified),RV,zh,0.49199859970060233
aisle,row,person_234,过道,排,Chinese (Simplified),RN,zh,0.34677750087196857
gets,make,person_234,获取,使,Chinese (Simplified),RV,zh,0.4653791104741142
stay,live,person_2043,呆,住,Chinese (Simplified),RV,zh,0.4777330169642963
start,open,person_2043,开始,打开,Chinese (Simplified),RV,zh,0.5091894286488572
space,area,person_2043,空间,地区,Chinese (Simplified),RN,zh,0.4474803225985813
sleep,live,person_2326,睡,住,Chinese (Simplified),RV,zh,0.4369779316338197
stayed,lived,person_2326,呆,住,Chinese (Simplified),RV,zh,0.609163767052076
new,fresh,person_2326,新,新鲜,Chinese (Simplified),RJ,zh,0.5351840340111766
bring,carry,person_2326,带来,携带,Chinese (Simplified),RV,zh,0.5250335801755783
on,in,person_2326,对,在,Chinese (Simplified),RY,zh,0.6288327818521717
though,so,person_2326,虽然,所以,Chinese (Simplified),RY,zh,0.7073999971396073
making,talking,person_2326,制作,说话,Chinese (Simplified),RV,zh,0.4829346164325775
learn,know,person_2326,学习,知道,Chinese (Simplified),RV,zh,0.6163379709071144
tried,tied,person_742,试图,绑,Chinese (Simplified),RV,zh,0.3724978420922198
should,shall,person_742,应该,须,Chinese (Simplified),RV,zh,0.6558179447096457
should,will,person_742,应该,将,Chinese (Simplified),RV,zh,0.7559976283451879
basis,base,person_742,基础,基地,Chinese (Simplified),RN,zh,0.5441718778300808
get,do,person_742,得到,做,Chinese (Simplified),RV,zh,0.5467959626675336
class,lesson,person_742,类,教训,Chinese (Simplified),RN,zh,0.452896105387703
pleased,glad,person_1015,高兴,高兴,Chinese (Simplified),RJ,zh,0.6080268160631281
hobby,enthusiasm,person_1015,爱好,热情,Chinese (Simplified),RN,zh,0.368847880886449
been,begun,person_1015,被,开始,Chinese (Simplified),RV,zh,0.5562288575565387
treat,job,person_1015,请客,工作,Chinese (Simplified),RN,zh,0.34197643576083525
retailers,owners,person_1015,零售商,业主,Chinese (Simplified),RN,zh,0.5193159521054738
expected,estimated,person_1015,预期,估计,Chinese (Simplified),RV,zh,0.5276853108412316
affect,effect,person_1015,影响,影响,Chinese (Simplified),RV,zh,0.659323910805246
questions,answers,person_2290,问题,答案,Chinese (Simplified),RN,zh,0.6668477924005267
agree,make,person_2290,同意,使,Chinese (Simplified),RV,zh,0.4772499474872264
will,must,person_2290,将,必须,Chinese (Simplified),RV,zh,0.7587342518502187
very,too,person_2290,非常,太,Chinese (Simplified),RY,zh,0.6522807867428722
should,can,person_2290,应该,可以,Chinese (Simplified),RV,zh,0.7555692037217766
have,bring,person_2290,有,带来,Chinese (Simplified),RV,zh,0.48731493318135566
happy,enjoyable,person_2290,快乐,愉快,Chinese (Simplified),RJ,zh,0.5128601473929096
awarding,granting,person_2494,颁奖,授予,Chinese (Simplified),RV,zh,0.566014271705596
noticed,found,person_2494,注意,发现,Chinese (Simplified),RV,zh,0.6045758729028721
have,stroke,person_2494,有,抚摸,Chinese (Simplified),RV,zh,0.24435665446748026
learned,knew,person_2696,学会,知道,Chinese (Simplified),RV,zh,0.574141124054738
introduction,instruction,person_2696,介绍,指令,Chinese (Simplified),RN,zh,0.48328128426941813
improve,prove,person_2696,提高,证明,Chinese (Simplified),RV,zh,0.524163304444157
teach,show,person_2696,教,显示,Chinese (Simplified),RV,zh,0.3875515633736826
get,stay,person_2696,得到,呆,Chinese (Simplified),RV,zh,0.5087048993751935
give,tell,person_231,给,告诉,Chinese (Simplified),RV,zh,0.5154370100102293
also,however,person_231,也,然而,Chinese (Simplified),RY,zh,0.6280572753878361
studying,learning,person_231,学习,学,Chinese (Simplified),RV,zh,0.5080737444232245
breaks,brakes,person_231,减免,刹车,Chinese (Simplified),RN,zh,0.38929046036371784
musicians,players,person_231,音乐家,球员,Chinese (Simplified),RN,zh,0.5233760331974955
day,date,person_231,一天,日期,Chinese (Simplified),RN,zh,0.4445748317415716
acquire,learn,person_1886,获得,学习,Chinese (Simplified),RV,zh,0.47214670358644045
right,suitable,person_1886,正确,合适,Chinese (Simplified),RJ,zh,0.42993037494013275
subject,lesson,person_1886,主体,教训,Chinese (Simplified),RN,zh,0.42873648600285663
show,express,person_1886,显示,表达,Chinese (Simplified),RV,zh,0.44249137401663163
should,would,person_1886,应该,会,Chinese (Simplified),RV,zh,0.7767642166785615
trip,journey,person_1514,旅行,旅程,Chinese (Simplified),RN,zh,0.6606664309713401
sincerely,faithfully,person_1514,真诚,忠实,Chinese (Simplified),RY,zh,0.543266468432588
time,moment,person_524,时间,时刻,Chinese (Simplified),RN,zh,0.6021448316675434
either,too,person_524,要么,太,Chinese (Simplified),RY,zh,0.4931296551029283
way,method,person_524,方式,方法,Chinese (Simplified),RN,zh,0.5109468409280018
now,after,person_524,现在,后,Chinese (Simplified),RY,zh,0.4901196895777141
find,have,person_524,找到,有,Chinese (Simplified),RV,zh,0.4983900439616533
staying,living,person_669,住,生活,Chinese (Simplified),RV,zh,0.46470361199668964
stay,live,person_669,呆,住,Chinese (Simplified),RV,zh,0.4777330169642963
sincerely,faithfully,person_669,真诚,忠实,Chinese (Simplified),RY,zh,0.543266468432588
take,prepare,person_2218,采取,准备,Chinese (Simplified),RV,zh,0.5237306579014429
like,prefer,person_2542,喜欢,宁愿,Chinese (Simplified),RV,zh,0.5385542117149633
classical,classic,person_2542,古典,经典,Chinese (Simplified),RJ,zh,0.724265865449241
take,make,person_2542,采取,使,Chinese (Simplified),RV,zh,0.5797301339098027
photographs,photography,person_2542,照片,摄影,Chinese (Simplified),RN,zh,0.62779600978137
stay,journey,person_2542,逗留,旅程,Chinese (Simplified),RN,zh,0.4006319526874085
shop,buy,person_2542,购物,买,Chinese (Simplified),RV,zh,0.4582663002347004
will,must,person_2542,将,必须,Chinese (Simplified),RV,zh,0.7587342518502187
opportunity,occasion,person_1909,机会,场合,Chinese (Simplified),RN,zh,0.4397412468787654
introduce,initiate,person_1909,介绍,发起,Chinese (Simplified),RV,zh,0.46367562750123764
meet,fetch,person_1909,满足,取,Chinese (Simplified),RV,zh,0.2921346945695429
like,appreciate,person_1909,喜欢,欣赏,Chinese (Simplified),RV,zh,0.5014871465572188
aisles,alleys,person_1909,过道,小巷,Chinese (Simplified),RN,zh,0.408050468220269
stand,stay,person_1909,站,呆,Chinese (Simplified),RV,zh,0.49145643633255276
unfortunately,unluckily,person_1909,不幸,偏偏,Chinese (Simplified),RY,zh,0.697215874558417
ms,madam,person_4,女士,夫人,Chinese (Simplified),RN,zh,0.050072855913237235
rather,more,person_4,而,更,Chinese (Simplified),RY,zh,0.6106040154331709
put,built,person_4,把,建,Chinese (Simplified),RV,zh,0.4586997096260954
bring,prepared,person_4,带来,准备,Chinese (Simplified),RV,zh,0.44504028689521374
go,have,person_4,去,有,Chinese (Simplified),RV,zh,0.5158048861843412
centre,area,person_4,中心,地区,Chinese (Simplified),RN,zh,0.4938951367238221
holiday,festival,person_4,假日,节日,Chinese (Simplified),RN,zh,0.4554295129297094
photograph,photography,person_2215,照片,摄影,Chinese (Simplified),RN,zh,0.6209945361713443
want,like,person_2215,想要,喜欢,Chinese (Simplified),RV,zh,0.5792964047566658
really,very,person_2215,真,非常,Chinese (Simplified),RY,zh,0.5837163610332969
taste,thinking,person_2215,味道,思想,Chinese (Simplified),RN,zh,0.3901983282516749
help,let,person_2215,帮助,让,Chinese (Simplified),RV,zh,0.4747148371646309
install,fix,person_2360,安装,修复,Chinese (Simplified),RV,zh,0.48316677109389716
installing,fixing,person_2360,安装,固定,Chinese (Simplified),RV,zh,0.4952848952199074
sincerely,faithfully,person_2360,真诚,忠实,Chinese (Simplified),RY,zh,0.543266468432588
additionally,otherwise,person_1696,此外,否则,Chinese (Simplified),RY,zh,0.5739757021773413
do,choose,person_1902,做,选择,Chinese (Simplified),RV,zh,0.5313722738615381
should,shall,person_1902,应该,须,Chinese (Simplified),RV,zh,0.6558179447096457
sincerely,faithfully,person_1902,真诚,忠实,Chinese (Simplified),RY,zh,0.543266468432588
amusement,fun,person_1902,娱乐,乐趣,Chinese (Simplified),RN,zh,0.4833201581392618
stay,live,person_2,呆,住,Chinese (Simplified),RV,zh,0.4777330169642963
stay,live,person_2,呆,住,Chinese (Simplified),RV,zh,0.4777330169642963
team,term,person_2,团队,学期,Chinese (Simplified),RN,zh,0.2566703554953864
brings,makes,person_2,带来,使,Chinese (Simplified),RV,zh,0.5655967049391191
team,term,person_1055,团队,学期,Chinese (Simplified),RN,zh,0.2566703554953864
go,join,person_1055,去,加入,Chinese (Simplified),RV,zh,0.5033122738452106
calm,claim,person_1055,平息,声称,Chinese (Simplified),RV,zh,0.26412180178432376
do,have,person_34,做,有,Chinese (Simplified),RV,zh,0.546611681864382
go,try,person_34,去,尝试,Chinese (Simplified),RV,zh,0.579273639387953
take,get,person_34,采取,得到,Chinese (Simplified),RV,zh,0.5923836320759215
take,get,person_34,采取,得到,Chinese (Simplified),RV,zh,0.5923836320759215
going,doing,person_34,会,做,Chinese (Simplified),RV,zh,0.595884285486427
look,face,person_34,看起来,面对,Chinese (Simplified),RV,zh,0.48488348888665467
tents,tens,person_27,帐篷,几十,Chinese (Simplified),RN,zh,0.3150362603513355
tents,tens,person_27,帐篷,几十,Chinese (Simplified),RN,zh,0.3150362603513355
sometimes,sometime,person_27,有时,有时,Chinese (Simplified),RY,zh,0.4966730132007018
bored,boring,person_27,无聊,无聊,Chinese (Simplified),RJ,zh,0.5631359050408633
did,was,person_27,做,是,Chinese (Simplified),RV,zh,0.4810631175091673
pleased,glad,person_761,高兴,高兴,Chinese (Simplified),RJ,zh,0.6080268160631281
carry,take,person_761,携带,采取,Chinese (Simplified),RV,zh,0.5237975521629226
introduction,instruction,person_761,介绍,指令,Chinese (Simplified),RN,zh,0.48328128426941813
do,make,person_761,做,使,Chinese (Simplified),RV,zh,0.5861963999957747
film,make,person_761,电影,使,Chinese (Simplified),RV,zh,0.30257363129392745
made,done,person_209,作出,做,Chinese (Simplified),RV,zh,0.5579313384449447
excellent,good,person_209,优秀,好,Chinese (Simplified),RJ,zh,0.7018675489388144
later,after,person_209,后来,后,Chinese (Simplified),RY,zh,0.6793587592454373
ask,say,person_209,问,说,Chinese (Simplified),RV,zh,0.5715076637242135
learn,know,person_209,学习,知道,Chinese (Simplified),RV,zh,0.6163379709071144
learn,know,person_209,学习,知道,Chinese (Simplified),RV,zh,0.6163379709071144
incorporate,have,person_209,纳入,有,Chinese (Simplified),RV,zh,0.43304836459855023
play,take,person_209,玩,采取,Chinese (Simplified),RV,zh,0.47460993215651937
need,necessity,person_209,必要,必要性,Chinese (Simplified),RN,zh,0.5554584640972255
will,could,person_209,将,可以,Chinese (Simplified),RV,zh,0.7249530468888981
improve,approve,person_209,提高,批准,Chinese (Simplified),RV,zh,0.45851860472920986
should,shall,person_557,应该,须,Chinese (Simplified),RV,zh,0.6558179447096457
held,showed,person_557,举行,表明,Chinese (Simplified),RV,zh,0.5189807830966706
can,may,person_557,可以,可能,Chinese (Simplified),RV,zh,0.7629110636558036
cause,give,person_557,引起,给,Chinese (Simplified),RV,zh,0.4386742650632644
acquired,understood,person_557,后天,理解,Chinese (Simplified),RV,zh,0.46663525635591807
crowded,crowed,person_557,挤,打鸣,Chinese (Simplified),RV,zh,0.3829847547120117
went,want,person_557,去,想要,Chinese (Simplified),RV,zh,0.43822516526250177
didnt,havent,person_557,没,没,Chinese (Simplified),RV,zh,0.5458961542755854
really,extremely,person_557,真,极其,Chinese (Simplified),RY,zh,0.5558014765147041
river,river-side,person_557,河,滨江,Chinese (Simplified),RN,zh,0.722473584302381
devised,set,person_683,设计,设置,Chinese (Simplified),RV,zh,0.4873342372039572
interested,interesting,person_683,感兴趣,有趣,Chinese (Simplified),RJ,zh,0.5558711849866799
would,may,person_683,会,可能,Chinese (Simplified),RV,zh,0.7514361287936814
reschedule,change,person_683,改期,改变,Chinese (Simplified),RV,zh,0.4078993720442596
sincerely,faithfully,person_683,真诚,忠实,Chinese (Simplified),RY,zh,0.543266468432588
deserves,has,person_539,值得,有,Chinese (Simplified),RV,zh,0.46225028076582547
therefore,there,person_539,因此,那里,Chinese (Simplified),RY,zh,0.48129456469893095
would,should,person_539,会,应该,Chinese (Simplified),RV,zh,0.7767642166785615
chance,change,person_516,机会,变化,Chinese (Simplified),RN,zh,0.4162986139451004
interact,interest,person_516,交互,兴趣,Chinese (Simplified),RV,zh,0.33697305710287173
chance,change,person_516,机会,变化,Chinese (Simplified),RN,zh,0.4162986139451004
electric,electrical,person_516,电动,电气,Chinese (Simplified),RJ,zh,0.7325055475548625
tool,item,person_516,工具,项目,Chinese (Simplified),RN,zh,0.3652674095356412
affected,effected,person_516,影响,影响,Chinese (Simplified),RV,zh,0.6748923731675018
controls,controllers,person_516,控件,控制器,Chinese (Simplified),RN,zh,0.5484179709334512
happen,change,person_516,发生,改变,Chinese (Simplified),RV,zh,0.48511418014135793
number,amount,person_516,数量,金额,Chinese (Simplified),RN,zh,0.4708746924399937
either,too,person_516,要么,太,Chinese (Simplified),RY,zh,0.4931296551029283
cuisine,kitchen,person_516,美食,厨房,Chinese (Simplified),RN,zh,0.4718464353534776
especially,specially,person_2102,特别是,专门,Chinese (Simplified),RY,zh,0.6593366744321834
lives,things,person_2102,生活,事情,Chinese (Simplified),RN,zh,0.44030040266044024
do,have,person_2102,做,有,Chinese (Simplified),RV,zh,0.546611681864382
excellent,good,person_1621,优秀,好,Chinese (Simplified),RJ,zh,0.7018675489388144
held,help,person_1621,举行,帮助,Chinese (Simplified),RV,zh,0.2739790732723509
runs,starts,person_1621,运行,开始,Chinese (Simplified),RV,zh,0.5121303767023213
cause,make,person_1621,引起,使,Chinese (Simplified),RV,zh,0.4695637803786644
cause,make,person_1621,引起,使,Chinese (Simplified),RV,zh,0.4695637803786644
providing,giving,person_1621,提供,给,Chinese (Simplified),RV,zh,0.6554017447266642
aim,view,person_1621,目的,视图,Chinese (Simplified),RN,zh,0.4232987367596393
had,got,person_1621,有,得到,Chinese (Simplified),RV,zh,0.68252418524527
stock,sock,person_1621,股票,袜子,Chinese (Simplified),RN,zh,0.3112310240599229
went,stayed,person_1621,去,呆,Chinese (Simplified),RV,zh,0.6590165586095572
feelings,mood,person_1621,感情,心情,Chinese (Simplified),RN,zh,0.5518537734150952
admission,entrance,person_217,入场,入口,Chinese (Simplified),RN,zh,0.4355499126501359
sincerely,faithfully,person_217,真诚,忠实,Chinese (Simplified),RY,zh,0.543266468432588
lying,leaning,person_217,躺,倚,Chinese (Simplified),RV,zh,0.3853577376506044
group,ground,person_217,组,地面,Chinese (Simplified),RN,zh,0.34976490168774443
saw,say,person_217,看到,说,Chinese (Simplified),RV,zh,0.4924576169734547
rescued,delivered,person_217,获救,交付,Chinese (Simplified),RV,zh,0.434939583938178
joy,join,person_217,喜悦,联接,Chinese (Simplified),RN,zh,0.26366881622228516
follow,join,person_951,遵循,加入,Chinese (Simplified),RV,zh,0.4623050277229238
robotic,electrical,person_951,机器人,电气,Chinese (Simplified),RJ,zh,0.4933616889642919
will,should,person_951,将,应该,Chinese (Simplified),RV,zh,0.7559976283451879
prevent,make,person_951,防止,使,Chinese (Simplified),RV,zh,0.465523542194375
things,ways,person_951,事情,方式,Chinese (Simplified),RN,zh,0.5857972092412495
go,do,person_1037,去,做,Chinese (Simplified),RV,zh,0.6396568456649485
sincerely,faithful,person_1037,真诚,忠实,Chinese (Simplified),RY,zh,0.46793210545273073
dubious,unsure,person_1037,可疑,拿不准,Chinese (Simplified),RJ,zh,0.5115410301490233
help,deal,person_1037,帮助,打交道,Chinese (Simplified),RV,zh,0.43739573179935165
warn,tell,person_1037,警告,告诉,Chinese (Simplified),RV,zh,0.5527914007166328
catch,take,person_2960,赶上,采取,Chinese (Simplified),RV,zh,0.488489718100972
afterwards,after,person_2960,事后,后,Chinese (Simplified),RY,zh,0.6925464806282986
go,have,person_2960,去,有,Chinese (Simplified),RV,zh,0.5158048861843412
attracts,bring,person_2960,吸引,带来,Chinese (Simplified),RV,zh,0.411537231793601
playing,play,person_3116,玩,游戏,Chinese (Simplified),RN,zh,0.6840050648725567
disco,disc,person_3116,迪斯科,椎间盘,Chinese (Simplified),RN,zh,0.31583197779771005
off,up,person_3116,了,起来,Chinese (Simplified),RY,zh,0.7270666822015175
historic,historical,person_3116,历史性,历史,Chinese (Simplified),RJ,zh,0.7668080455888682
gave,was,person_3116,给,是,Chinese (Simplified),RV,zh,0.4777311482744283
not,no,person_3116,不是,没有,Chinese (Simplified),RY,zh,0.48776179116613255
especially,specially,person_3116,特别是,专门,Chinese (Simplified),RY,zh,0.6593366744321834
playing,performing,person_2798,玩,表演,Chinese (Simplified),RV,zh,0.5653642393182053
rare,special,person_2798,罕见,特殊,Chinese (Simplified),RJ,zh,0.5195991091778555
has,gets,person_2798,有,获取,Chinese (Simplified),RV,zh,0.5354238767138542
costume,clothes,person_3096,服装,衣服,Chinese (Simplified),RN,zh,0.5853530368311443
take,make,person_3096,采取,使,Chinese (Simplified),RV,zh,0.5797301339098027
prize,gift,person_3096,奖,礼物,Chinese (Simplified),RN,zh,0.4642134237341843
suite,suit,person_3096,套房,西装,Chinese (Simplified),RN,zh,0.4571751400616002
