l1,type,i,c,id,l1_i,l1_c
Russian,RN,travel,trip,person_1787,путешествовать,поездка
Russian,RN,character,spirit,person_1787,персонаж,дух
Russian,RJ,responsible,demanding,person_1787,ответственность,требовательный
Russian,RV,came,went,person_1787,пришел,отправился
Russian,RN,sign,autograph,person_1787,знак,автограф
Russian,RY,faithfully,sincerely,person_1787,верно,Искренне
Spanish,RN,start,beginner,person_1220,comienzo,principiante
Spanish,RV,make,plan,person_1220,hacer,plan
Spanish,RY,specially,especially,person_1220,especialmente,especialmente
Spanish,RN,food,recipes,person_1220,comida,recetas
Spanish,RV,make,get,person_1220,hacer,obtener
French,RV,live,stay,person_1208,vivre,rester
French,RV,takes,is,person_1208,prend,est
French,RJ,daily,everyday,person_1208,du quotidien,tous les jours
French,RV,would,should,person_1208,aurait,devrait
French,RN,creation,creativity,person_1208,création,la créativité
Thai,RN,moment,time,person_1585,ขณะ,เวลา
Thai,RV,experience,play,person_1585,ประสบการณ์,เล่น
Thai,RV,studied,was,person_1585,มีการศึกษา,เป็น
Thai,RN,cloths,clothes,person_1585,ผ้า,เสื้อผ้า
Thai,RY,here,there,person_1585,ที่นี่,ที่นั่น
Chinese (Traditional),RJ,glad,pleased,person_761,高興,滿意
Chinese (Traditional),RV,take,carry,person_761,採取,攜帶
Chinese (Traditional),RN,Instruction,Introduction,person_761,指令,介紹
Chinese (Traditional),RV,make,do,person_761,使,做
Chinese (Traditional),RV,make,film,person_761,使,電影
Greek,RV,live,stay,person_2113,ζω,διαμονή
Greek,RN,campus,camp,person_2113,πανεπιστημιούπολη,κατασκήνωση
Greek,RV,get,bring,person_2113,παίρνω,να φερεις
Greek,RV,look,check,person_2113,Κοίτα,έλεγχος
Greek,RJ,dried,dry,person_2113,αποξηραμένος,στεγνός
Thai,RV,have,take,person_1368,มี,เอา
Thai,RY,sometime,sometimes,person_1368,บางครั้ง,บางครั้ง
Thai,RY,after,once,person_1368,หลังจาก,ครั้งหนึ่ง
Thai,RY,before,first,person_1368,ก่อน,เป็นครั้งแรก
Italian,RV,answer,reply,person_1383,risposta,rispondere
Italian,RN,life,living,person_1383,vita,vivente
Italian,RV,dwell,concentrate,person_1383,abitare,concentrarsi
Italian,RJ,little,small,person_1383,poco,piccolo
Polish,RY,just,only,person_173,właśnie,tylko
Polish,RV,live,stay,person_173,relacja na żywo,zostać
Polish,RV,place,shown,person_173,miejsce,pokazane
Polish,RV,can,will,person_173,mogą,będzie
Polish,RJ,big,great,person_173,duży,świetny
French,RV,living,staying,person_1142,vivant,rester
French,RV,live,stay,person_1142,vivre,rester
French,RV,live,stay,person_1142,vivre,rester
French,RJ,interested,interesting,person_1142,intéressé,intéressant
French,RN,room,roomful,person_1142,pièce,plein de monde
Greek,RV,live,stay,person_1618,ζω,διαμονή
Greek,RV,have,should,person_1618,έχω,πρέπει
Greek,RJ,previous,recent,person_1618,προηγούμενος,πρόσφατος
Greek,RV,give,do,person_1618,δίνω,κάνω
Greek,RN,performance,rehearsal,person_1618,εκτέλεση,πρόβα
German,RN,contest,context,person_403,Wettbewerb,Kontext
German,RN,solution,way,person_403,Lösung,Weg
German,RN,causes,reasons,person_403,verursacht,Gründe dafür
German,RV,act,behave,person_403,Handlung,sich verhalten
Polish,RY,must,just,person_2862,musi,właśnie
Polish,RJ,suitable,convenient,person_2862,odpowiedni,wygodna
Polish,RY,maybe,perhaps,person_2862,może,być może
Polish,RJ,diversified,varied,person_2862,urozmaicony,urozmaicony
Polish,RJ,worse,poorer,person_2862,gorzej,biedniejszy
Turkish,RN,flight,flying,person_3011,uçuş,uçan
Turkish,RN,life,world,person_3011,hayat,Dünya
Turkish,RY,worldwide,globally,person_3011,Dünya çapında,küresel
Turkish,RY,sincerely,faithfully,person_3011,içtenlikle,dürüstçe
French,RV,watch,see,person_2122,regarder,voir
French,RV,lived,stayed,person_2122,vivait,séjourné
French,RN,rubbers,robbers,person_2122,caoutchoucs,les voleurs
French,RV,look,see,person_2122,Regardez,voir
French,RV,went,got,person_2122,est allé,eu
Italian,RN,possibility,opportunity,person_2644,possibilità,opportunità
Italian,RN,possibility,opportunity,person_2644,possibilità,opportunità
Italian,RN,possibility,opportunity,person_2644,possibilità,opportunità
Italian,RN,occasion,instance,person_2644,occasione,esempio
Italian,RN,work,job,person_2644,lavoro,lavoro
French,RN,forecast,schedule,person_2724,prévoir,programme
French,RN,shop,shopping,person_2724,boutique,achats
French,RV,could,may,person_2724,pourrait,peut
French,RV,make,cause,person_2724,faire,cause
French,RV,wish,want,person_2724,souhait,vouloir
French,RJ,be-loved,loved,person_2724,être aimé,aimé
French,RY,sometime,sometimes,person_2724,un jour,parfois
Polish,RY,specially,especially,person_591,specjalnie,w szczególności
Polish,RV,should,would,person_591,powinien,by
Greek,RN,change,chance,person_553,αλλαγή,ευκαιρία
Greek,RJ,suitable,compatible,person_553,κατάλληλος,σύμφωνος
Greek,RN,hour,time,person_553,ώρα,χρόνος
Greek,RV,having,going,person_553,έχοντας,μετάβαση
Greek,RJ,sure,clear,person_553,σίγουρος,Σαφή
Japanese,RJ,strongest,greatest,person_221,最強,最大
Turkish,RV,know,have,person_547,bilmek,var
Turkish,RN,timer,time,person_547,kronometre,zaman
Turkish,RJ,good,excellent,person_547,iyi,mükemmel
Turkish,RV,stayed,was,person_547,kaldı,oldu
Chinese (Traditional),RV,done,made,person_209,DONE,製作
Chinese (Traditional),RJ,good,excellent,person_209,好,優秀
Chinese (Traditional),RY,after,later,person_209,後,後來
Chinese (Traditional),RV,say,ask,person_209,說,問
Chinese (Traditional),RV,know,learn,person_209,知道,學習
Chinese (Traditional),RV,know,learn,person_209,知道,學習
Chinese (Traditional),RV,have,incorporate,person_209,有,包括
Chinese (Traditional),RV,take,play,person_209,採取,玩
Chinese (Traditional),RN,necessity,need,person_209,必要性,需要
Chinese (Traditional),RV,could,will,person_209,可以,將
Chinese (Traditional),RV,approve,improve,person_209,批准,提高
French,RY,very,much,person_1358,très,beaucoup
French,RJ,interesting,interested,person_1358,intéressant,intéressé
French,RJ,exhausted,exhausting,person_1358,épuisé,épuisant
Korean,RJ,worthy,worthwhile,person_814,가치 있는,할 보람 있는
Korean,RJ,pleasant,pleased,person_814,쾌적한,기쁘게 생각한
Italian,RV,have,get,person_579,avere,ottenere
Italian,RN,days,time,person_579,giorni,tempo
Italian,RV,could,would,person_579,poteva,voluto
Italian,RY,faithfully,sincerely,person_579,fedelmente,Cordiali saluti
Italian,RN,condition,situation,person_579,condizione,situazione
Italian,RJ,tight,right,person_579,stretto,destra
Italian,RN,condition,situation,person_579,condizione,situazione
Italian,RV,being,bring,person_579,essere,portare
French,RY,faithfully,sincerely,person_2280,fidèlement,Cordialement
French,RV,watch,consider,person_2280,regarder,considérer
French,RN,people,figures,person_2280,personnes,des chiffres
French,RN,extremities,extremes,person_2280,extrémités,extrêmes
French,RN,parts,parties,person_2280,les pièces,des soirées
French,RV,accord,allot,person_2280,accord,attribuer
Spanish,RV,do,make,person_236,hacer,hacer
Spanish,RN,travel,trip,person_236,viaje,viaje
Spanish,RV,translate,move,person_236,traducir,movimiento
Spanish,RV,believe,hope,person_236,creer,esperanza
Spanish,RY,faithfully,sincerely,person_236,fielmente,sinceramente
Spanish,RV,enjoin,enjoy,person_236,imponer,disfrutar
Spanish,RJ,last,latest,person_236,último,último
Polish,RN,possibility,opportunity,person_961,możliwość,okazja
Polish,RN,capitol,capital,person_961,capitol,kapitał
Polish,RN,offer,suggestion,person_961,oferta,sugestia
Polish,RN,aspiration,desire,person_961,dążenie,pragnienie
Polish,RV,look,be,person_961,Popatrz,być
Polish,RJ,high,great,person_961,wysoki,świetny
Turkish,RV,remain,retain,person_1415,kalmak,tutmak
Russian,RJ,good,excellent,person_178,хорошо,отлично
Russian,RY,better,more,person_178,лучше,Больше
Russian,RV,speaking,talking,person_178,Говорящий,говорящий
Russian,RV,take,get,person_178,принимать,получить
Russian,RV,bring,take,person_178,приносить,принимать
Russian,RY,up,out,person_178,вверх,из
Russian,RV,take,get,person_178,принимать,получить
Turkish,RN,journey,trip,person_2130,seyahat,gezi
Turkish,RV,enjoyed,were,person_2130,zevk,idi
Turkish,RJ,big,great,person_2130,büyük,harika
Turkish,RV,learn,know,person_2130,öğrenmek,bilmek
Turkish,RN,silence,peace,person_2130,Sessizlik,Barış
Turkish,RV,learn,know,person_2130,öğrenmek,bilmek
Japanese,RV,takes,lasts,person_1559,かかります,続く
Japanese,RY,up,on,person_1559,アップ,に
French,RV,Could,Would,person_1029,Pourrait,Aurait
French,RV,may,could,person_1029,peut,pourrait
French,RV,came,appeared,person_1029,venu,apparu
Korean,RV,be,have,person_2508,있다,있다
Catalan,RV,WRITING,WAITING,person_1000,Escriptura,ESPERANT
Catalan,RV,ACT,BEHAVE,person_1000,ACT,BEHAVE
French,RV,might,could,person_2509,pourrait,pourrait
French,RV,may,could,person_2509,peut,pourrait
French,RY,Faithfully,Sincerely,person_2509,Fidèlement,Cordialement
French,RV,consider,think,person_2509,considérer,pense
French,RN,advertisement,publicity,person_2509,publicité,publicité
French,RN,photograph,photographer,person_2509,photographier,photographe
French,RV,make-up,disguise,person_2509,maquillage,déguisement
French,RV,let,left,person_2509,laisser,la gauche
Thai,RV,like,want,person_541,ชอบ,ต้องการ
Thai,RJ,politic,political,person_541,ในทางการเมือง,ในทางการเมือง
Thai,RV,played,set,person_541,เล่น,ชุด
Thai,RV,might,can,person_541,อาจ,สามารถ
Thai,RJ,complicated,difficult,person_541,ซับซ้อน,ยาก
Thai,RY,rapidly,quickly,person_2284,อย่างรวดเร็ว,อย่างรวดเร็ว
Thai,RN,way,means,person_2284,ทาง,วิธี
Russian,RN,possibility,opportunity,person_964,возможность,возможность
Russian,RV,find,have,person_964,находить,иметь
Russian,RN,middle,centre,person_964,средний,центр
Russian,RV,get,suffer,person_964,получить,страдать
Russian,RV,let,leave,person_964,позволять,Покидать
French,RY,only,all,person_1376,seulement,tout
French,RY,much,far,person_1376,beaucoup,loin
French,RY,here,there,person_1376,ici,Là
French,RJ,interesting,useful,person_1376,intéressant,utile
French,RN,murder,murderer,person_1376,meurtre,meurtrier
French,RY,here,there,person_1376,ici,Là
French,RY,after,later,person_1376,après,plus tard
French,RY,after,later,person_1376,après,plus tard
French,RV,came,went,person_1376,venu,est allé
Turkish,RN,improvements,advances,person_2680,iyileştirmeler,gelişmeler
Turkish,RV,help,allow,person_2680,yardım et,izin vermek
Turkish,RN,requirement,request,person_2680,gereklilik,istek
Turkish,RN,subject,aims,person_2680,konu,Amaçları
Turkish,RY,always,constantly,person_2680,her zaman,sürekli
Turkish,RV,caused,ended,person_2680,neden oldu,Bitti
Catalan,RV,introduce,include,person_1823,introduir,incloure
Catalan,RN,topics,facts,person_1823,temes,fets
Catalan,RV,communicate,talk,person_1823,comunicar-se,parlar
Catalan,RV,join,attend,person_1823,unir-se,assistir
Catalan,RV,doing,going,person_1823,fent,va
Catalan,RV,join,attend,person_1823,unir-se,assistir
Thai,RY,unluckily,unfortunately,person_2682,เจ้ากรรม,น่าเสียดาย
Thai,RY,here,there,person_2682,ที่นี่,ที่นั่น
Thai,RV,stressed,stretched,person_2682,เครียด,ยืด
Thai,RY,very,badly,person_2682,มาก,ไม่ดี
Polish,RV,use,see,person_190,posługiwać się,widzieć
Italian,RJ,good,excellent,person_966,bene,eccellente
Italian,RV,attended,held,person_966,frequentato,held
Italian,RN,changing,change,person_966,mutevole,modificare
Italian,RV,doing,going,person_966,fare,andando
Italian,RN,volley,volleyball,person_966,raffica,pallavolo
Italian,RV,walked,waded,person_966,camminava,guadato
Italian,RV,could,would,person_966,poteva,voluto
Italian,RV,understand,realize,person_966,capire,rendersi conto
French,RV,made,prepared,person_543,fabriqué,préparé
French,RN,way,aspect,person_543,façon,aspect
French,RV,leave,allow,person_543,laisser,permettre
French,RN,word,news,person_543,mot,nouvelles
French,RN,reading,read,person_543,en train de lire,lis
French,RN,culture,education,person_543,Culture,éducation
Chinese (Traditional),RV,shall,should,person_557,應,應該
Chinese (Traditional),RV,showed,held,person_557,顯示,保持
Chinese (Traditional),RV,may,can,person_557,可以,能夠
Chinese (Traditional),RV,give,cause,person_557,給,原因
Chinese (Traditional),RV,understood,acquired,person_557,了解,後天
Chinese (Traditional),RV,crowed,crowded,person_557,合不攏嘴,擠
Chinese (Traditional),RV,want,went,person_557,想,去
Chinese (Traditional),RV,haven't,didn't,person_557,沒有,沒有
Chinese (Traditional),RY,extremely,really,person_557,非常,真
Chinese (Traditional),RN,river-side,river,person_557,河邊,河
Korean,RN,rage,trends,person_1002,격노,동향
Japanese,RV,concerned,thought,person_581,心配している,思想
Japanese,RV,can,would,person_581,できる,だろう
Japanese,RJ,tender,gentle,person_581,優しい,優しい
Thai,RY,faithfully,sincerely,person_224,ซื่อ,อย่างจริงใจ
Thai,RV,come,go,person_224,มา,ไป
Thai,RV,have,do,person_224,มี,ทำ
Thai,RN,attraction,attention,person_224,เสน่ห์,ความสนใจ
Russian,RJ,good,excellent,person_813,хорошо,отлично
Russian,RV,know,get,person_813,знать,получить
Russian,RV,present,give,person_813,подарок,дать
Italian,RJ,good,excellent,person_1611,bene,eccellente
Italian,RV,made,organized,person_1611,fatto,organizzato
Italian,RN,part,place,person_1611,parte,posto
Italian,RN,connection,bridge,person_1611,connessione,ponte
Italian,RV,took,summoned,person_1611,ha preso,convocato
Turkish,RN,change,chance,person_451,değişiklik,şans
Turkish,RV,riding,going,person_451,binme,gidiyor
Turkish,RJ,ambitious,determined,person_451,hırslı,belirlenen
Turkish,RN,players,actors,person_451,oyuncu,aktörler
Turkish,RV,saying,telling,person_451,söz,söylüyorum
Turkish,RV,could,would,person_451,could,olur
Russian,RV,meet,have,person_2394,встретить,иметь
Russian,RY,previously,already,person_2394,предварительно,уже
Russian,RV,settled,set,person_2394,решен,задавать
Spanish,RY,after,afterwards,person_1306,después,después
Spanish,RV,like,want,person_1306,me gusta,querer
Spanish,RY,faithfully,sincerely,person_1306,fielmente,sinceramente
Spanish,RV,do,be,person_1306,hacer,ser
Spanish,RN,news,publicity,person_1306,Noticias,publicidad
Spanish,RV,give,brings,person_1306,dar,trae
Spanish,RV,is,lasts,person_1306,es,tiene una duración
Spanish,RV,do,would,person_1306,hacer,haría
Greek,RV,should,would,person_2141,πρέπει,θα
Greek,RY,more,very,person_2141,περισσότερο,πολύ
Greek,RV,shall,would,person_2141,θα,θα
Greek,RY,Faithfully,sincerely,person_2141,Πιστά,με εκτιμιση
Greek,RV,thin,think,person_2141,λεπτός,νομίζω
Korean,RV,is,means,person_928,~이다.,방법
Spanish,RV,developed,planned,person_2545,desarrollado,planificado
Spanish,RN,contacts,contents,person_2545,contactos,contenido
Spanish,RJ,seldom,rare,person_2545,raramente,raro
French,RJ,lovely,wonderful,person_2140,charmant,merveilleux
French,RN,fame,careers,person_2140,célébrité,carrières
French,RN,photographs,photographers,person_2140,photographies,les photographes
Thai,RV,shown,held,person_1850,แสดงให้เห็นว่า,ที่จัดขึ้น
Thai,RV,wouldn't,can't,person_1850,จะไม่,ลาด
Greek,RN,change,chance,person_2630,αλλαγή,ευκαιρία
Greek,RN,change,chance,person_2630,αλλαγή,ευκαιρία
Greek,RN,possibility,opportunity,person_2630,δυνατότητα,ευκαιρία
Greek,RN,rule,role,person_2630,κανόνας,ρόλος
Greek,RN,changing,change,person_2630,αλλάζοντας,αλλαγή
Greek,RV,end,leads,person_2630,τέλος,οδηγεί
French,RV,thank,like,person_1517,remercier,comme
French,RV,bring,take,person_1517,apporter,prendre
French,RV,steal,rob,person_1517,voler,Rob
French,RJ,good,right,person_1517,bien,droite
French,RV,founded,found,person_1517,fondé,a trouvé
French,RN,true,truth,person_1517,vrai,vérité
Greek,RN,date,day,person_1259,ημερομηνία,ημέρα
Greek,RV,try,test,person_1259,προσπαθήστε,δοκιμή
Greek,RN,plain,plane,person_1259,πεδιάδα,επίπεδο
Catalan,RJ,important,great,person_254,important,genial
Catalan,RJ,cleanest,clearest,person_254,més net,més clar
Turkish,RV,think,imagine,person_2546,düşünmek,hayal etmek
Turkish,RY,only,simply,person_2546,sadece,basitçe
Turkish,RV,take,get,person_2546,almak,almak
Russian,RJ,good,excellent,person_241,хорошо,отлично
Russian,RJ,unbelievable,incredible,person_241,невероятно,неимоверный
Russian,RV,doesn't,won't,person_241,не,не будет
Russian,RJ,future,futuristic,person_241,будущее,футуристический
Russian,RV,can,will,person_241,Можно,будут
Russian,RY,only,simply,person_241,только,просто
Catalan,RV,read,seen,person_889,llegir,vist
Catalan,RN,topics,areas,person_889,temes,àrees
Catalan,RV,could,would,person_889,podria,ho faria
Catalan,RN,facilities,technologies,person_889,instal·lacions,tecnologies
Catalan,RN,tee,tea,person_889,tee,te
Polish,RY,faithfully,sincerely,person_443,wiernie,Z poważaniem
Portuguese,RV,leave,live,person_912,sair,viver
Portuguese,RY,of,away,person_912,do,longe
Portuguese,RV,do,make,person_912,Faz,faço
Thai,RJ,interesting,interested,person_1260,น่าสนใจ,สนใจ
Thai,RN,news,reports,person_1260,ข่าว,รายงาน
Italian,RJ,good,excellent,person_537,bene,eccellente
Italian,RN,point,event,person_537,punto,evento
Italian,RV,have,take,person_537,avere,prendere
Italian,RN,news,story,person_537,notizia,storia
Italian,RJ,first,front,person_537,primo,davanti
Italian,RV,let,gets,person_537,permettere,prende
Chinese (Traditional),RV,set,devised,person_683,組,設計
Chinese (Traditional),RJ,interesting,interested,person_683,有趣,有興趣
Chinese (Traditional),RV,may,would,person_683,可以,將
Chinese (Traditional),RV,change,reschedule,person_683,更改,改期
Chinese (Traditional),RY,Faithfully,Sincerely,person_683,忠實,誠摯
Italian,RJ,good,excellent,person_126,bene,eccellente
Italian,RN,components,objects,person_126,componenti,oggetti
Italian,RV,making,doing,person_126,fabbricazione,fare
Spanish,RJ,exciting,excited,person_1840,emocionante,emocionado
Spanish,RY,faithfully,sincerely,person_1840,fielmente,sinceramente
Spanish,RJ,little,small,person_1840,pequeño,pequeña
Spanish,RN,moment,time,person_1840,momento,hora
Spanish,RV,overcame,learn,person_1840,venció,aprender
Greek,RJ,interesting,interested,person_1263,ενδιαφέρων,ενδιαφερόμενος
Greek,RV,charge,recharge,person_1263,χρέωση,επαναφορτίζετε
Greek,RN,work,job,person_1263,εργασία,δουλειά
Russian,RN,activity,event,person_2232,деятельность,событие
Russian,RY,Faithfully,Sincerely,person_2232,верно,Искренне
Thai,RV,arrange,include,person_2541,เตรียมการ,ประกอบด้วย
Thai,RN,time,slot,person_2541,เวลา,สล็อต
Thai,RV,put,include,person_2541,ใส่,ประกอบด้วย
Thai,RN,solder,soldier,person_2541,ประสาน,ทหาร
Thai,RN,solder,soldier,person_2541,ประสาน,ทหาร
Thai,RN,solders,soldiers,person_2541,บัดกรี,ทหาร
German,RV,is,involves,person_904,ist,beinhaltet
German,RN,lunchtime,lunch,person_904,Mittagessenszeit,Mittagessen
French,RV,discover,see,person_2612,découvrir,voir
French,RJ,exciting,excited,person_2612,passionnant,excité
French,RY,Faithfully,sincerely,person_2612,Fidèlement,Cordialement
French,RJ,own,private,person_2612,posséder,privé
French,RV,can't,don't,person_2612,ne peut pas,ne pas
Japanese,RV,must,should,person_1284,しなければならない,すべき
Japanese,RY,faithfully,sincerely,person_1284,忠実に,心から
Japanese,RY,anything,something,person_1284,何でも,何か
Turkish,RN,date,trip,person_909,tarih,gezi
Turkish,RV,could,would,person_909,could,olur
Turkish,RJ,unreal,inaccurate,person_909,gerçek dışı,yanlış
Turkish,RN,news,reports,person_909,haber,raporlar
Turkish,RV,be,become,person_909,olmak,olmak
Turkish,RV,have,get,person_909,var,almak
Turkish,RN,news,publicity,person_909,haber,tanıtım
Turkish,RJ,real,accurate,person_909,gerçek,doğru
Turkish,RN,news,reports,person_909,haber,raporlar
Japanese,RV,giving,organising,person_1939,与える,整理する
Japanese,RY,Faithfully,Sincerely,person_1939,忠実に,心から
Japanese,RN,grass,glass,person_1939,草,ガラス
Japanese,RN,living,life,person_1939,生活,生活
Japanese,RN,minority,minors,person_1939,少数,未成年者
Japanese,RN,glasses,glass,person_1939,眼鏡,ガラス
Japanese,RY,Otherwise,Also,person_1939,さもないと,また
Japanese,RY,too,very,person_1939,も,非常に
Japanese,RN,high,height,person_1939,高い,高さ
Japanese,RN,high,height,person_1939,高い,高さ
Chinese (Traditional),RV,has,deserves,person_539,具有,值得
Chinese (Traditional),RY,There,Therefore,person_539,那裡,因此
Chinese (Traditional),RV,should,would,person_539,應該,將
French,RY,for,forward,person_698,pour,vers l'avant
French,RV,send,seen,person_698,envoyer,vu
French,RV,request,ask,person_698,demande,demander
French,RV,make,do,person_698,faire,faire
French,RJ,big,great,person_698,gros,génial
French,RN,quantity,number,person_698,quantité,nombre
Polish,RV,join,attend,person_2611,Przystąpić,brać udział w
Polish,RV,make,get,person_2611,robić,dostać
Polish,RV,have,keep,person_2611,mieć,trzymać
German,RY,faithfully,sincerely,person_1293,treu,Mit freundlichen Grüßen
German,RY,never,without,person_1293,noch nie,ohne
German,RV,living,leaving,person_1293,Leben,Verlassen
German,RN,household,home,person_1293,Haushalt,Zuhause
Portuguese,RN,points,places,person_2599,pontos,locais
Portuguese,RV,doing,going,person_2599,fazendo,indo
Portuguese,RN,shop,shopping,person_2599,fazer compras,compras
Portuguese,RJ,nervous,tense,person_2599,nervoso,tenso
Japanese,RV,realized,organized,person_2638,実現した,整理された
Japanese,RV,realized,held,person_2638,実現した,開催
Japanese,RV,realized,held,person_2638,実現した,開催
Japanese,RV,put,do,person_2638,プット,行う
Japanese,RN,moment,time,person_2638,瞬間,時間
Japanese,RN,humanity,man,person_2638,人類,おとこ
Korean,RV,make,create,person_102,하다,몹시 떠들어 대다
Korean,RY,into,on,person_102,으로,...에
Korean,RN,view,appearance,person_927,전망,외관
Korean,RN,place,space,person_927,장소,공간
Korean,RJ,whole,great,person_927,완전한,큰
Korean,RN,view,appearance,person_927,전망,외관
Chinese (Traditional),RN,change,chance,person_516,更改,機會
Chinese (Traditional),RV,interest,interact,person_516,利益,相互作用
Chinese (Traditional),RN,change,chance,person_516,更改,機會
Chinese (Traditional),RJ,electrical,electric,person_516,電動,電動
Chinese (Traditional),RN,item,tool,person_516,項目,工具
Chinese (Traditional),RV,effected,affected,person_516,影響,受影響
Chinese (Traditional),RN,controllers,controls,person_516,控制器,控制
Chinese (Traditional),RV,change,happen,person_516,更改,發生
Chinese (Traditional),RN,amount,number,person_516,量,數
Chinese (Traditional),RY,too,either,person_516,太,或
Chinese (Traditional),RN,kitchen,cuisine,person_516,廚房,烹飪
Turkish,RV,enjoy,like,person_258,keyfini çıkarın,sevmek
Turkish,RV,Joining,Attending,person_258,birleştirme,Katılan
Turkish,RN,chance,time,person_258,şans,zaman
Turkish,RN,trouble,problem,person_258,sorun,sorun
Turkish,RY,away,apart,person_258,uzakta,ayrı
Turkish,RY,too,so,person_258,çok,yani
Turkish,RV,pictured,photographed,person_258,resimde,fotoğraflandı
Spanish,RY,specially,especially,person_503,especialmente,especialmente
Spanish,RN,clan,group,person_503,clan,grupo
Spanish,RN,petition,request,person_503,petición,solicitud
Spanish,RN,starts,stars,person_503,empieza,estrellas
Spanish,RV,controlled,watched,person_503,revisado,vigilado
Spanish,RV,pay,buy,person_503,paga,comprar
Japanese,RV,think,discuss,person_271,と思う,話し合います
Japanese,RV,effect,affect,person_271,効果,影響する
Italian,RV,could,would,person_111,poteva,voluto
Italian,RV,doing,going,person_111,fare,andando
Italian,RV,remember,recount,person_111,ricorda,raccontare
Italian,RN,daytime,day,person_111,giorno,giorno
Italian,RV,felling,falling,person_111,abbattimento,caduta
Turkish,RY,alive,true,person_1322,canlı,doğru
Polish,RY,there,where,person_1295,tam,gdzie
Polish,RN,hands,arms,person_1295,ręce,ramiona
Korean,RV,regard,think,person_1530,관련,생각한다
Korean,RJ,appreciated,grateful,person_1530,고맙다,기분 좋은
Korean,RJ,electric,electrical,person_1530,전기 같은,전기 같은
Catalan,RN,travel,trip,person_501,viatjar,viatge
Catalan,RN,travel,trip,person_501,viatjar,viatge
Catalan,RV,gave,paid,person_501,va donar,pagat
Korean,RV,know,see,person_1727,알고있다,만나다
Korean,RJ,grateful,great,person_1727,기분 좋은,큰
Spanish,RJ,fond,interested,person_2301,aficionado,interesado
Spanish,RV,listen,hear,person_2301,escucha,oír
Spanish,RN,time,turn,person_2301,hora,giro
Turkish,RV,means,is,person_1581,anlamına geliyor,olduğu
Turkish,RV,do,make,person_1581,yap,Yapmak
Turkish,RN,abilities,skills,person_1581,yetenekleri,becerileri
Turkish,RJ,alright,right,person_1581,Peki,sağ
Turkish,RN,imagination,idea,person_1581,hayal gücü,Fikir
Turkish,RJ,changeable,changing,person_1581,değiştirilebilir,değiştirme
German,RN,part,trip,person_1595,Teil,Ausflug
German,RY,sometimes,sometime,person_1595,manchmal,irgendwann
Spanish,RV,could,would,person_2077,podría,haría
Spanish,RY,for,forward,person_2077,para,adelante
Spanish,RJ,especial,particular,person_567,especial,especial
Spanish,RJ,especial,special,person_567,especial,especial
Thai,RY,very,really,person_2274,มาก,จริงๆ
Thai,RN,purpose,reason,person_2274,วัตถุประสงค์,เหตุผล
Thai,RY,Sometime,Sometimes,person_2274,บางครั้ง,บางครั้ง
Thai,RN,performance,behaviour,person_2274,ประสิทธิภาพ,พฤติกรรม
Russian,RJ,good,excellent,person_1033,хорошо,отлично
Russian,RV,do,make,person_1033,делать,делать
Russian,RV,doesn't,isn't,person_1033,не,не
Russian,RN,moment,time,person_1033,момент,время
Russian,RV,feel,sense,person_1033,Чувствовать,смысл
Portuguese,RV,propose,suggest,person_943,propor,sugerir
Portuguese,RY,Specially,Especially,person_943,Especialmente,Especialmente
Portuguese,RJ,Great,Happy,person_943,Ótimo,Feliz
Spanish,RV,know,learn,person_1225,saber,aprender
Spanish,RV,watch,see,person_1225,reloj,ver
Spanish,RV,could,might,person_1225,podría,podría
Spanish,RJ,close,near,person_1225,cerrar,cerca
Chinese (Traditional),RY,specially,especially,person_2102,特別,特別
Chinese (Traditional),RN,things,lives,person_2102,事,生活
Chinese (Traditional),RV,have,do,person_2102,有,做
Chinese (Traditional),RJ,good,excellent,person_1621,好,優秀
Chinese (Traditional),RV,help,held,person_1621,救命,保持
Chinese (Traditional),RV,starts,runs,person_1621,啟動,運行
Chinese (Traditional),RV,make,cause,person_1621,使,原因
Chinese (Traditional),RV,make,cause,person_1621,使,原因
Chinese (Traditional),RV,giving,providing,person_1621,給,提供
Chinese (Traditional),RN,view,aim,person_1621,視圖,目標
Chinese (Traditional),RN,solution,way,person_1621,解,辦法
Chinese (Traditional),RV,got,had,person_1621,拿到,有
Chinese (Traditional),RN,sock,stock,person_1621,襪子,股票
Chinese (Traditional),RV,stayed,went,person_1621,住,去
Chinese (Traditional),RV,will,meant,person_1621,將,意味著
Chinese (Traditional),RN,mood,feelings,person_1621,心情,情懷
German,RY,faithfully,sincerely,person_2302,treu,Mit freundlichen Grüßen
German,RN,murderer,murder,person_2302,Mörder,Mord
Greek,RV,see,visit,person_2672,βλέπω,επίσκεψη
French,RV,stood,stayed,person_941,debout,séjourné
Japanese,RV,is,does,person_216,です,する
Japanese,RN,travel,trip,person_216,旅行,トリップ
Portuguese,RV,seems,is,person_1018,parece,é
Portuguese,RN,shops,shopping,person_1018,lojas,compras
Portuguese,RY,faithfully,sincerely,person_1018,fielmente,Atenciosamente
Portuguese,RN,photographs,photographers,person_1018,fotografias,fotógrafos
Portuguese,RN,happening,event,person_2263,acontecendo,evento
Portuguese,RN,expositions,exhibitions,person_2263,exposições,exposições
Portuguese,RN,expositions,exhibitions,person_2263,exposições,exposições
Portuguese,RY,faithfully,sincerely,person_2263,fielmente,Atenciosamente
