c,i,id,l1_c,l1_i,language,type,code,l2_sim_cc_5,l2_sim_cc_10,l2_sim_cc_25,l2_sim_cc_50,l2_sim_cc_75,l2_sim_cc_100,l1_sim_cc_5,l1_sim_cc_10,l1_sim_cc_25,l1_sim_cc_50,l1_sim_cc_75,l1_sim_cc_100,case_id
told,said,person_1544,dije,dijo,Spanish,RV,es,0.49028801918029785,0.46677109599113464,0.44878971576690674,0.4427495002746582,0.4285992383956909,0.42002296447753906,0.5507827401161194,0.5174341201782227,0.49955791234970093,0.4810746908187866,0.4628947377204895,0.4572388529777527,case_3847
fake,false,person_1544,falso,falso,Spanish,RJ,es,0.44560104608535767,0.44083356857299805,0.38832032680511475,0.38112807273864746,0.3564597964286804,0.3414650559425354,0.7499357461929321,0.6941244006156921,0.6303713321685791,0.5814452171325684,0.55539703369140625,0.5373407602310181,case_3848
shows,is,person_1544,muestra,es,Spanish,RV,es,0.24159440398216248,0.22384047508239746,0.22872903943061829,0.22323817014694214,0.2161092609167099,0.21587678790092468,0.062099285423755646,0.07246115058660507,0.07150169461965561,0.06380102038383484,0.057242777198553085,0.05276933312416077,case_3849
actor,act,person_1544,actor,acto,Spanish,RN,es,0.2079184651374817,0.22790610790252686,0.20907291769981384,0.18718324601650238,0.17304736375808716,0.1696167290210724,0.233171746134758,0.2476073056459427,0.2384093701839447,0.22978347539901733,0.22738391160964966,0.22328811883926392,case_3850
have,make,person_1544,tener,hacer,Spanish,RV,es,0.24819259345531464,0.28129416704177856,0.3000525236129761,0.3073427379131317,0.3078686594963074,0.29945409297943115,0.4519502520561218,0.44826337695121765,0.41247016191482544,0.41413629055023193,0.4193146824836731,0.4221506416797638,case_3851
get,have,person_2299,conseguir,tener,Spanish,RV,es,0.45191502571105957,0.47765597701072693,0.43210193514823914,0.4111254811286926,0.4047117829322815,0.39162564277648926,0.4468073546886444,0.419359028339386,0.3943444788455963,0.3839240074157715,0.38777264952659607,0.3855876624584198,case_3852
had,was,person_2299,tenía,fue,Spanish,RV,es,0.570400059223175,0.5780941247940063,0.5032697319984436,0.48435360193252563,0.4631531834602356,0.4562388062477112,0.4576002359390259,0.5115231871604919,0.4781014919281006,0.4653245210647583,0.4487064480781555,0.44456589221954346,case_3853
open,do,person_2299,abrirse,hacer,Spanish,RV,es,0.12962552905082703,0.12135808914899826,0.1200101301074028,0.10981970280408859,0.09851153939962387,0.09261377155780792,0.3666685223579407,0.3600236773490906,0.34039348363876343,0.34146541357040405,0.3430755138397217,0.337563693523407,case_3854
refund,refuse,person_2299,reembolsar,niego,Spanish,RV,es,0.24300836026668549,0.22927019000053406,0.20778170228004456,0.1924712210893631,0.1834944188594818,0.1825694739818573,0.15495489537715912,0.15416090190410614,0.14934155344963074,0.14709332585334778,0.15219351649284363,0.15870127081871033,case_3855
came,started,person_2299,vino,iniciado,Spanish,RV,es,0.5196205377578735,0.5668184757232666,0.5035824775695801,0.47202450037002563,0.4555346965789795,0.4420119524002075,0.12712745368480682,0.12476314604282379,0.11206687986850739,0.12458397448062897,0.11898339539766312,0.12177802622318268,case_3856
had,spent,person_2299,tenía,gastado,Spanish,RV,es,0.3048818111419678,0.29782530665397644,0.2719617486000061,0.26820504665374756,0.27335262298583984,0.27408504486083984,0.26129865646362305,0.2798510193824768,0.28194981813430786,0.2654286026954651,0.26139742136001587,0.2541249990463257,case_3857
go,come,person_2299,ir,venir,Spanish,RV,es,0.3997579514980316,0.40047991275787354,0.3707098364830017,0.3827647566795349,0.3702765107154846,0.35808417201042175,0.3044048547744751,0.2797912359237671,0.2881820499897003,0.26668354868888855,0.26264286041259766,0.2646849453449249,case_3858
angry,nervous,person_2299,enojado,nervioso,Spanish,RJ,es,0.31926971673965454,0.3200596570968628,0.3498643934726715,0.3581852614879608,0.3503262996673584,0.343644917011261,0.33456873893737793,0.32302430272102356,0.2868342101573944,0.2716405987739563,0.26849785447120667,0.26431459188461304,case_3859
explain,show,person_762,explicar,mostrar,Spanish,RV,es,0.23726609349250793,0.21019382774829865,0.2028599977493286,0.18700134754180908,0.17704588174819946,0.17614944279193878,0.5013281106948853,0.4966209828853607,0.4758398234844208,0.468902587890625,0.47082507610321045,0.4674603343009949,case_3860
mistakes,faults,person_762,errores,fallas,Spanish,RN,es,0.4359780251979828,0.4303305149078369,0.43100982904434204,0.4129299819469452,0.40121251344680786,0.38973289728164673,0.4725930392742157,0.4916558861732483,0.47336745262145996,0.456952303647995,0.44096997380256653,0.425691157579422,case_3861
walked,stepped,person_762,caminó,caminó,Spanish,RV,es,0.6022533178329468,0.5688139200210571,0.5547300577163696,0.5397961139678955,0.5227619409561157,0.5113167762756348,0.7880357503890991,0.7254664301872253,0.670509934425354,0.6379572153091431,0.6200462579727173,0.6064140200614929,case_3862
normal,common,person_762,normal,común,Spanish,RJ,es,0.22907105088233948,0.2296646386384964,0.20325510203838348,0.1961553692817688,0.20038747787475586,0.2012884020805359,0.3651646673679352,0.3399895429611206,0.3160282373428345,0.31138449907302856,0.324760764837265,0.3280358612537384,case_3863
was,took,person_762,fue,tomó,Spanish,RV,es,0.46864980459213257,0.4480040371417999,0.45069020986557007,0.42177343368530273,0.4042437672615051,0.3987351059913635,0.43961936235427856,0.4443278908729553,0.4623696208000183,0.46830588579177856,0.47104382514953613,0.47233861684799194,case_3864
do,make,person_1386,hacer,hacer,Spanish,RV,es,0.3964872360229492,0.3972426652908325,0.3771708309650421,0.377427339553833,0.3655977249145508,0.36141714453697205,0.7949799299240112,0.7470732927322388,0.6887123584747314,0.6448253393173218,0.6220111846923828,0.6071100234985352,case_3865
waste,lose,person_1627,desperdiciar,perder,Spanish,RV,es,0.1971191167831421,0.17589223384857178,0.16416317224502563,0.14997021853923798,0.14902564883232117,0.14287534356117249,0.46670034527778625,0.4381706714630127,0.409795880317688,0.39608490467071533,0.3900795578956604,0.38755422830581665,case_3866
let,left,person_758,dejar,dejó,Spanish,RV,es,0.1981087327003479,0.20265205204486847,0.17952992022037506,0.17030566930770874,0.16867950558662415,0.16693958640098572,0.5066045522689819,0.5301874876022339,0.478466272354126,0.4143750071525574,0.39185184240341187,0.3675302267074585,case_3867
mind,opinion,person_758,mente,opinión,Spanish,RN,es,0.3207816481590271,0.2984679043292999,0.29892414808273315,0.2818095088005066,0.2700352966785431,0.2525255084037781,0.19281373918056488,0.18137097358703613,0.15686510503292084,0.1506461799144745,0.1396121084690094,0.13881990313529968,case_3868
disappointed,disappointing,person_2763,decepcionado,decepcionante,Spanish,RJ,es,0.6284813284873962,0.612820565700531,0.5578376054763794,0.5257784724235535,0.5047580599784851,0.48185306787490845,0.6184382438659668,0.6125254034996033,0.5254220366477966,0.47773343324661255,0.4601997435092926,0.44496771693229675,case_3869
went,was,person_2763,fue,fue,Spanish,RV,es,0.5267217755317688,0.536994457244873,0.4917770028114319,0.45946770906448364,0.4332193434238434,0.42118310928344727,0.8162261843681335,0.7489126920700073,0.6815721988677979,0.6354907751083374,0.6131680011749268,0.5988534688949585,case_3870
really,absolutely,person_2763,realmente,absolutamente,Spanish,RY,es,0.46033281087875366,0.44551634788513184,0.42582178115844727,0.4075503349304199,0.4037136435508728,0.3979782164096832,0.5268429517745972,0.5275949239730835,0.5129066109657288,0.5006452798843384,0.4849480986595154,0.47548073530197144,case_3871
tell,say,person_2763,dile,decir,Spanish,RV,es,0.6465024948120117,0.5864979028701782,0.5321345329284668,0.49925416707992554,0.48385900259017944,0.47163161635398865,0.2250673770904541,0.23635366559028625,0.22003960609436035,0.21161188185214996,0.20715782046318054,0.2031117081642151,case_3872
written,made,person_2763,escrito,hecho,Spanish,RV,es,0.20253613591194153,0.1940452754497528,0.1859274059534073,0.1956574022769928,0.198410764336586,0.1991799771785736,0.41718751192092896,0.39711621403694153,0.3857209384441376,0.3882536292076111,0.3754342198371887,0.36795932054519653,case_3873
amusing,amused,person_2763,divertido,divertida,Spanish,RJ,es,0.519607424736023,0.5121842622756958,0.4733637571334839,0.4377555251121521,0.42263680696487427,0.41151607036590576,0.5834826231002808,0.5873570442199707,0.5288140773773193,0.49541252851486206,0.4782570004463196,0.46068981289863586,case_3874
see,check,person_2763,ver,comprobar,Spanish,RV,es,0.41500741243362427,0.3879075050354004,0.34868329763412476,0.332585871219635,0.3178688883781433,0.31534671783447266,0.6034198999404907,0.5750823616981506,0.5116445422172546,0.4803274869918823,0.46914270520210266,0.46041548252105713,case_3875
subject,point,person_2763,sujeto,punto,Spanish,RN,es,0.19042599201202393,0.1777745485305786,0.1904405653476715,0.18699653446674347,0.18269838392734528,0.17668402194976807,0.22674816846847534,0.198231041431427,0.1961241364479065,0.20017053186893463,0.196207195520401,0.19491302967071533,case_3876
embarrassing,embarrassed,person_2671,embarazoso,avergonzado,Spanish,RJ,es,0.5993435978889465,0.6069619059562683,0.5317357778549194,0.4868468642234802,0.4555538296699524,0.4412585496902466,0.4258890748023987,0.39626479148864746,0.3785219192504883,0.36719751358032227,0.3475136160850525,0.3372519612312317,case_3877
invited,offered,person_2671,invitado,ofrecido,Spanish,RV,es,0.3280355930328369,0.309431791305542,0.3173626959323883,0.3322632312774658,0.3278452157974243,0.3244412839412689,0.3605373799800873,0.34927529096603394,0.3274565637111664,0.3302679657936096,0.3217889964580536,0.32314884662628174,case_3878
had,could,person_2671,tenía,podría,Spanish,RV,es,0.4923796057701111,0.49527817964553833,0.4883214235305786,0.4594746232032776,0.43797385692596436,0.42318281531333923,0.3997473120689392,0.4593467712402344,0.42220401763916016,0.4151255488395691,0.4018438458442688,0.40237152576446533,case_3879
was,had,person_2671,fue,tenía,Spanish,RV,es,0.570400059223175,0.5780941247940063,0.5032697319984436,0.48435360193252563,0.4631531834602356,0.4562388062477112,0.4576002359390259,0.5115231871604919,0.4781014919281006,0.4653245210647583,0.4487064480781555,0.44456589221954346,case_3880
get,make,person_2671,conseguir,hacer,Spanish,RV,es,0.37956053018569946,0.41317057609558105,0.4066177010536194,0.3878031373023987,0.3760313391685486,0.36926937103271484,0.4704558849334717,0.4412933588027954,0.41494104266166687,0.3944805860519409,0.38848739862442017,0.38324499130249023,case_3881
fell,felt,person_2671,cayó,sentía,Spanish,RV,es,0.30638647079467773,0.2947348952293396,0.2975321412086487,0.3034209609031677,0.300164133310318,0.2976069450378418,0.37842947244644165,0.33078908920288086,0.33567845821380615,0.33471688628196716,0.33792853355407715,0.3414650857448578,case_3882
had,did,person_2671,tenía,hizo,Spanish,RV,es,0.5220794677734375,0.5194611549377441,0.49538958072662354,0.47567111253738403,0.46063655614852905,0.444164514541626,0.37323176860809326,0.3994114398956299,0.4033701717853546,0.4038534164428711,0.40878063440322876,0.40877383947372437,case_3883
time,moment,person_1224,tiempo,momento,Spanish,RN,es,0.43818366527557373,0.4414810538291931,0.4164818227291107,0.38129010796546936,0.3702249825000763,0.3601601719856262,0.44086217880249023,0.41790056228637695,0.408640593290329,0.3925846219062805,0.39937925338745117,0.39437028765678406,case_3884
replace,change,person_1224,reemplazar,cambiar,Spanish,RV,es,0.28243356943130493,0.2611677050590515,0.24155963957309723,0.22753122448921204,0.22513505816459656,0.22212716937065125,0.518994927406311,0.45221370458602905,0.4208367168903351,0.4013161063194275,0.3935938775539398,0.402251660823822,case_3885
position,case,person_1224,posición,caso,Spanish,RN,es,0.16039982438087463,0.16572487354278564,0.16154277324676514,0.1546621322631836,0.14904926717281342,0.14294511079788208,0.17371293902397156,0.1635422259569168,0.1570264995098114,0.17422862350940704,0.1773652732372284,0.17487186193466187,case_3886
audience,people,person_1224,audiencia,gente,Spanish,RN,es,0.2547011971473694,0.25573378801345825,0.2403867244720459,0.24076473712921143,0.239456444978714,0.23165178298950195,0.2766343355178833,0.24973952770233154,0.22880202531814575,0.22097131609916687,0.21937716007232666,0.21938955783843994,case_3887
lawyer,layer,person_1224,abogado,capa,Spanish,RN,es,-0.006926927715539932,-0.010428713634610176,-0.015556508675217628,-0.010606855154037476,-0.009633831679821014,-0.008087771013379097,0.062131643295288086,0.06473412364721298,0.057481057941913605,0.05781020224094391,0.05081327632069588,0.04924599453806877,case_3888
lover,love,person_1224,amante,amor,Spanish,RN,es,0.3585028052330017,0.312302827835083,0.2988715171813965,0.2857915461063385,0.28732484579086304,0.28786593675613403,0.3490474224090576,0.3200894296169281,0.30092519521713257,0.29212474822998047,0.2876721918582916,0.28499603271484375,case_3889
spent,passed,person_1224,gastado,pasado,Spanish,RV,es,0.19544902443885803,0.19319811463356018,0.18092921376228333,0.18701976537704468,0.1957232654094696,0.19920651614665985,0.2814456820487976,0.258259654045105,0.23884537816047668,0.21531739830970764,0.21963760256767273,0.21680450439453125,case_3890
told,said,person_1224,dije,dijo,Spanish,RV,es,0.49028801918029785,0.46677109599113464,0.44878971576690674,0.4427495002746582,0.4285992383956909,0.42002296447753906,0.5507827401161194,0.5174341201782227,0.49955791234970093,0.4810746908187866,0.4628947377204895,0.4572388529777527,case_3891
denied,refused,person_1224,negó,negado,Spanish,RV,es,0.582538366317749,0.5365939140319824,0.5032609701156616,0.4705711603164673,0.45350784063339233,0.44397038221359253,0.6661301851272583,0.6129071712493896,0.5459432601928711,0.5001260638237,0.47863489389419556,0.4623044431209564,case_3892
open,available,person_2261,abierto,disponible,Spanish,RJ,es,0.26248863339424133,0.24484330415725708,0.22788822650909424,0.20609405636787415,0.19286629557609558,0.18614859879016876,0.29036110639572144,0.2752966284751892,0.2522001266479492,0.24900007247924805,0.24458104372024536,0.23829565942287445,case_3893
interest,attention,person_2261,interés,atención,Spanish,RN,es,0.3665870428085327,0.3565760552883148,0.34666645526885986,0.32749253511428833,0.30595964193344116,0.29940441250801086,0.26007014513015747,0.23392745852470398,0.21824359893798828,0.22112147510051727,0.2210526019334793,0.22188925743103027,case_3894
untrue,wrong,person_758,falso,equivocado,Spanish,RJ,es,0.4146287739276886,0.4071841239929199,0.4024689495563507,0.3807653784751892,0.3709745705127716,0.3656941056251526,0.4179271459579468,0.39899230003356934,0.37362897396087646,0.3642471432685852,0.3559737205505371,0.35633182525634766,case_3895
imprison,close,person_758,encarcelar,cerrar,Spanish,RV,es,0.019092701375484467,0.022352401167154312,0.03385128825902939,0.04862747713923454,0.05509933829307556,0.05973532423377037,0.27772101759910583,0.2864435315132141,0.2650511562824249,0.2558289170265198,0.2516668736934662,0.2510243058204651,case_3896
away,far,person_758,lejos,lejos,Spanish,RY,es,0.45215946435928345,0.3939715325832367,0.357221782207489,0.33210796117782593,0.32013142108917236,0.31179624795913696,0.7337819337844849,0.6880193948745728,0.6384379863739014,0.5960486531257629,0.5698391199111938,0.5499565005302429,case_3897
consciousness,conscience,person_758,conciencia,conciencia,Spanish,RN,es,0.33670610189437866,0.3156775236129761,0.30069100856781006,0.2981468737125397,0.29533833265304565,0.29045429825782776,0.8161741495132446,0.7542072534561157,0.6831651329994202,0.6364970207214355,0.6079843640327454,0.5885874032974243,case_3898
doing,practicing,person_2583,haciendo,practicando,Spanish,RV,es,0.3684234917163849,0.34562045335769653,0.3151179254055023,0.31116312742233276,0.29879170656204224,0.28904104232788086,0.4965992271900177,0.48249512910842896,0.451275110244751,0.45112156867980957,0.43641263246536255,0.44326624274253845,case_3899
tell,explain,person_1627,dile,explicar,Spanish,RV,es,0.5295467972755432,0.470090389251709,0.4800134599208832,0.449648916721344,0.4330701231956482,0.4229810833930969,0.1903606653213501,0.19240108132362366,0.156419575214386,0.15997806191444397,0.1542114019393921,0.15383125841617584,case_3900
biting,eating,person_1627,morder,comer,Spanish,RV,es,0.27770036458969116,0.28586506843566895,0.27217748761177063,0.2493821680545807,0.24648329615592957,0.2355632781982422,0.42249900102615356,0.39101576805114746,0.37978416681289673,0.376755952835083,0.3656671643257141,0.3622332215309143,case_3901
stars,starts,person_2693,estrellas,arranques,Spanish,RN,es,0.06822684407234192,0.06864172220230103,0.06554262340068817,0.06294573843479156,0.05911505967378616,0.05615207180380821,0.1059151142835617,0.09715268760919571,0.10542230308055878,0.1019524335861206,0.10978549718856812,0.11455079913139343,case_3902
give,tell,person_2693,dar,dile,Spanish,RV,es,0.4231981635093689,0.4228300452232361,0.4243116080760956,0.4012559950351715,0.3818535804748535,0.37752366065979004,0.18152689933776855,0.16042041778564453,0.15954534709453583,0.16562658548355103,0.16816067695617676,0.16874435544013977,case_3903
intense,good,person_1364,intenso,buena,Spanish,RJ,es,0.20534616708755493,0.17875315248966217,0.1657676249742508,0.16470538079738617,0.16761603951454163,0.16821691393852234,0.21185201406478882,0.18925723433494568,0.17829735577106476,0.17956259846687317,0.18357831239700317,0.18110796809196472,case_3904
get,have,person_1364,conseguir,tener,Spanish,RV,es,0.45191502571105957,0.47765597701072693,0.43210193514823914,0.4111254811286926,0.4047117829322815,0.39162564277648926,0.4468073546886444,0.419359028339386,0.3943444788455963,0.3839240074157715,0.38777264952659607,0.3855876624584198,case_3905
ago,before,person_1364,hace,antes,Spanish,RY,es,0.35930201411247253,0.3426876366138458,0.34873995184898376,0.3320136070251465,0.3195089101791382,0.3118569552898407,0.3488895297050476,0.31397005915641785,0.3104158639907837,0.30963820219039917,0.30519846081733704,0.30091309547424316,case_3906
might,would,person_1364,podría,haría,Spanish,RV,es,0.7750725150108337,0.6820615530014038,0.5989589691162109,0.5711705684661865,0.5584880113601685,0.5486912727355957,0.577760636806488,0.5604932308197021,0.5390063524246216,0.5535426139831543,0.5510296821594238,0.5533238053321838,case_3907
making,wining,person_974,hacer,vinificación,Spanish,RV,es,0.15492939949035645,0.18481259047985077,0.18022212386131287,0.18023918569087982,0.176334410905838,0.1760813146829605,0.12849244475364685,0.11787904798984528,0.10072904825210571,0.09577605873346329,0.08998982608318329,0.08499171584844589,case_3908
get,have,person_1548,conseguir,tener,Spanish,RV,es,0.45191502571105957,0.47765597701072693,0.43210193514823914,0.4111254811286926,0.4047117829322815,0.39162564277648926,0.4468073546886444,0.419359028339386,0.3943444788455963,0.3839240074157715,0.38777264952659607,0.3855876624584198,case_3909
wanted,wished,person_551,quería,deseaba,Spanish,RV,es,0.7231695652008057,0.6360751390457153,0.5802146196365356,0.5325777530670166,0.5102146863937378,0.4881230592727661,0.7588893175125122,0.7021032571792603,0.6596262454986572,0.6291223764419556,0.620057225227356,0.604805588722229,case_3910
concerns,doubts,person_551,preocupaciones,dudas,Spanish,RN,es,0.5444138050079346,0.5424889326095581,0.5202509164810181,0.469821959733963,0.44988492131233215,0.4298173189163208,0.4741588830947876,0.4611188471317291,0.46079981327056885,0.4585608243942261,0.4535360336303711,0.4478585720062256,case_3911
trip,travel,person_551,viaje,viaje,Spanish,RN,es,0.4664924144744873,0.4337632656097412,0.4204699695110321,0.3999059200286865,0.410950243473053,0.4100133180618286,0.7552014589309692,0.7086328864097595,0.6577489376068115,0.6237364411354065,0.5978444218635559,0.5768713355064392,case_3912
good,complete,person_551,buena,completa,Spanish,RJ,es,0.16979646682739258,0.15382207930088043,0.1411675065755844,0.13508568704128265,0.1324097067117691,0.1318432092666626,0.3178051710128784,0.32347896695137024,0.2991088926792145,0.31226858496665955,0.3049217462539673,0.3098281919956207,case_3913
choice,selection,person_551,elección,selección,Spanish,RN,es,0.42069771885871887,0.38160812854766846,0.3543440103530884,0.34081387519836426,0.32115986943244934,0.3143135905265808,0.3805425763130188,0.37304064631462097,0.3301864266395569,0.31154873967170715,0.31110870838165283,0.29880285263061523,case_3914
made,done,person_551,hecho,hecho,Spanish,RV,es,0.28773099184036255,0.2798879146575928,0.26602450013160706,0.27283692359924316,0.26329928636550903,0.2663165330886841,0.7257980108261108,0.671757161617279,0.6254658102989197,0.5950555205345154,0.5795105695724487,0.5681485533714294,case_3915
answer,clear,person_1944,contestar,despejar,Spanish,RV,es,0.2628667950630188,0.260789155960083,0.2539583146572113,0.2432030588388443,0.23085150122642517,0.22152546048164368,0.37408554553985596,0.3542218804359436,0.3400256037712097,0.32540053129196167,0.32357627153396606,0.3178936839103699,case_3916
questions,doubts,person_1944,preguntas,dudas,Spanish,RN,es,0.45067042112350464,0.41120630502700806,0.393785297870636,0.36924660205841064,0.35594990849494934,0.3417956233024597,0.48138147592544556,0.48037031292915344,0.4639679789543152,0.4528413414955139,0.44128262996673584,0.4358235001564026,case_3917
used,use,person_1944,utilizado,utilizar,Spanish,RV,es,0.6154783964157104,0.4930724501609802,0.42154616117477417,0.37378501892089844,0.3551495671272278,0.3449456989765167,0.5846884250640869,0.581452488899231,0.5341107845306396,0.5136541128158569,0.48256605863571167,0.4686002731323242,case_3918
new,original,person_1944,nuevo,original,Spanish,RJ,es,0.31470030546188354,0.29759958386421204,0.2877397835254669,0.25255587697029114,0.2544546127319336,0.2516898214817047,0.27582815289497375,0.25691747665405273,0.26966989040374756,0.25584840774536133,0.2590389549732208,0.2583938241004944,case_3919
surfing,surf,person_1944,surf,surf,Spanish,RN,es,0.7657774686813354,0.7079160213470459,0.645403265953064,0.578344464302063,0.5546377897262573,0.5360227823257446,0.8090821504592896,0.7497519254684448,0.6922237277030945,0.6521358489990234,0.6244882941246033,0.6048974394798279,case_3920
make,do,person_1944,hacer,hacer,Spanish,RV,es,0.3964872360229492,0.3972426652908325,0.3771708309650421,0.377427339553833,0.3655977249145508,0.36141714453697205,0.7949799299240112,0.7470732927322388,0.6887123584747314,0.6448253393173218,0.6220111846923828,0.6071100234985352,case_3921
sale,discount,person_1944,venta,descuento,Spanish,RN,es,0.31979379057884216,0.3068477511405945,0.2937568426132202,0.28718066215515137,0.29019880294799805,0.2816462516784668,0.27372831106185913,0.25167566537857056,0.23857980966567993,0.2298092246055603,0.2284412384033203,0.22315247356891632,case_3922
time,date,person_395,tiempo,fecha,Spanish,RN,es,0.29847675561904907,0.2756522297859192,0.2608731985092163,0.23804838955402374,0.22585029900074005,0.21780800819396973,0.17766928672790527,0.17616061866283417,0.1572871208190918,0.15260666608810425,0.15714454650878906,0.15634503960609436,case_3923
tell,ask,person_395,dile,preguntar,Spanish,RV,es,0.6521175503730774,0.5710489153862,0.5249686241149902,0.49216702580451965,0.46449774503707886,0.45272237062454224,0.3026723563671112,0.2993190288543701,0.28698158264160156,0.26894158124923706,0.2653125524520874,0.2631629407405853,case_3924
tell,said,person_395,dile,dijo,Spanish,RV,es,0.2689642012119293,0.27763327956199646,0.25214433670043945,0.23430657386779785,0.22052329778671265,0.2136426568031311,0.3019014894962311,0.28444695472717285,0.275471568107605,0.2643459439277649,0.2559773027896881,0.2527991533279419,case_3925
go,practice,person_395,ir,practicar,Spanish,RV,es,0.09771212935447693,0.08894450962543488,0.09592825919389725,0.10304306447505951,0.0975797027349472,0.09069551527500153,0.1618918478488922,0.15094345808029175,0.14592920243740082,0.13784360885620117,0.13492350280284882,0.13732406497001648,case_3926
would,am,person_395,haría,soy,Spanish,RV,es,0.245014026761055,0.23171985149383545,0.22633320093154907,0.2148791402578354,0.2154686599969864,0.2105785459280014,0.27981626987457275,0.27908506989479065,0.2536146342754364,0.25432270765304565,0.2630143165588379,0.2657661437988281,case_3927
questions,doubt,person_395,preguntas,duda,Spanish,RN,es,0.2873987555503845,0.24755944311618805,0.24841076135635376,0.2319394201040268,0.2275097668170929,0.22054126858711243,0.3262864947319031,0.30787068605422974,0.28579235076904297,0.2982659935951233,0.29706645011901855,0.2983102798461914,case_3928
jewellery,jewels,person_395,joyería,joyas,Spanish,RN,es,0.5117412805557251,0.49486297369003296,0.5257265567779541,0.49798983335494995,0.4733924865722656,0.45638275146484375,0.5027868747711182,0.5068281888961792,0.47104889154434204,0.42510324716567993,0.39841097593307495,0.37995100021362305,case_3929
last,past,person_381,última,últimos,Spanish,RJ,es,0.572736382484436,0.5354412198066711,0.44563397765159607,0.418870210647583,0.4088161587715149,0.4115183353424072,0.26681774854660034,0.251518189907074,0.23120303452014923,0.22172796726226807,0.21245348453521729,0.2101745307445526,case_3930
clothing,cloth,person_2693,ropa,paño,Spanish,RN,es,0.4020301103591919,0.3770323395729065,0.34784257411956787,0.3474687337875366,0.3308858573436737,0.3232705593109131,0.3110896944999695,0.311698853969574,0.3038064241409302,0.29530400037765503,0.30587613582611084,0.3057968020439148,case_3931
fell,felt,person_1627,cayó,sentía,Spanish,RV,es,0.30638647079467773,0.2947348952293396,0.2975321412086487,0.3034209609031677,0.300164133310318,0.2976069450378418,0.37842947244644165,0.33078908920288086,0.33567845821380615,0.33471688628196716,0.33792853355407715,0.3414650857448578,case_3932
have,be,person_2693,tener,ser,Spanish,RV,es,0.44547587633132935,0.4480191767215729,0.42491185665130615,0.4065122604370117,0.4058169722557068,0.3909432291984558,0.4479973316192627,0.4836314916610718,0.45157474279403687,0.44961491227149963,0.4360284209251404,0.4315524995326996,case_3933
extremely,too,person_1167,extremadamente,demasiado,Spanish,RY,es,0.48944613337516785,0.4974469244480133,0.48110681772232056,0.4651198089122772,0.4571937024593353,0.45123398303985596,0.6496741771697998,0.5933560729026794,0.6102814674377441,0.5914273262023926,0.5807693004608154,0.5733211040496826,case_3934
won't,don't,person_1627,no,no,Spanish,RV,es,0.8754955530166626,0.8408496975898743,0.7934730052947998,0.7679389715194702,0.7521538734436035,0.7386971712112427,0.7793649435043335,0.7121889591217041,0.6466699838638306,0.6080114841461182,0.5863428711891174,0.5701673626899719,case_3935
disappointing,disappointed,person_1194,decepcionante,decepcionado,Spanish,RJ,es,0.6284813284873962,0.612820565700531,0.5578376054763794,0.5257784724235535,0.5047580599784851,0.48185306787490845,0.6184382438659668,0.6125254034996033,0.5254220366477966,0.47773343324661255,0.4601997435092926,0.44496771693229675,case_3936
experienced,seen,person_1194,experimentado,visto,Spanish,RV,es,0.3570539057254791,0.32874032855033875,0.2719934582710266,0.2612729072570801,0.24903878569602966,0.24748742580413818,0.3768838047981262,0.43518540263175964,0.38347649574279785,0.3943164050579071,0.3918776512145996,0.3942610025405884,case_3937
part,side,person_1194,parte,lado,Spanish,RN,es,0.2505149841308594,0.24629651010036469,0.2198389619588852,0.19353675842285156,0.1893361508846283,0.1862795650959015,0.34523099660873413,0.34550052881240845,0.3234930634498596,0.30918246507644653,0.30542880296707153,0.3030211925506592,case_3938
yet,already,person_1194,todavía,ya,Spanish,RY,es,0.4328991770744324,0.41447174549102783,0.38650649785995483,0.3921091854572296,0.38158655166625977,0.3743966221809387,0.30504852533340454,0.3064321279525757,0.2740705609321594,0.24754124879837036,0.22422444820404053,0.21073177456855774,case_3939
considering,seen,person_1194,considerando,visto,Spanish,RV,es,0.25947004556655884,0.24917341768741608,0.22528347373008728,0.23453915119171143,0.2355446219444275,0.23231704533100128,0.292516827583313,0.28221455216407776,0.2693713307380676,0.2728278636932373,0.2732201814651489,0.2606055438518524,case_3940
thing,way,person_1194,cosa,manera,Spanish,RN,es,0.4346502423286438,0.45256173610687256,0.4274340271949768,0.4194924831390381,0.405557781457901,0.39876940846443176,0.5245502591133118,0.5177448987960815,0.5008018016815186,0.4781782627105713,0.47275829315185547,0.46318304538726807,case_3941
thing,way,person_1194,cosa,manera,Spanish,RN,es,0.4346502423286438,0.45256173610687256,0.4274340271949768,0.4194924831390381,0.405557781457901,0.39876940846443176,0.5245502591133118,0.5177448987960815,0.5008018016815186,0.4781782627105713,0.47275829315185547,0.46318304538726807,case_3942
thing,way,person_1194,cosa,manera,Spanish,RN,es,0.4346502423286438,0.45256173610687256,0.4274340271949768,0.4194924831390381,0.405557781457901,0.39876940846443176,0.5245502591133118,0.5177448987960815,0.5008018016815186,0.4781782627105713,0.47275829315185547,0.46318304538726807,case_3943
maintain,have,person_1194,mantener,tener,Spanish,RV,es,0.21491484344005585,0.2005847692489624,0.21484524011611938,0.21091338992118835,0.20402571558952332,0.1973244696855545,0.4902861714363098,0.46054399013519287,0.44740381836891174,0.4441383481025696,0.43213117122650146,0.4237786829471588,case_3944
