c,i,id,l1_c,l1_i,language,type,code,english_overlap
afterwards,after,person_239,ensuite,après,French,RY,fr,0.5012551060758121
go,do,person_239,aller,faire,French,RV,fr,0.539136677207568
small,little,person_239,petit,peu,French,RJ,fr,0.4539754679096845
tall,high,person_239,grand,haute,French,RJ,fr,0.18514751396617518
countryside,land,person_239,campagne,terre,French,RN,fr,0.25589725340190733
away,far,person_3005,loin,loin,French,RY,fr,0.37588393186341984
opportunity,possibility,person_3005,occasion,possibilité,French,RN,fr,0.2976703341602577
give,get,person_2949,donner,obtenir,French,RV,fr,0.5253923097207099
previous,following,person_2949,précédente,suivants,French,RJ,fr,0.3292048661487103
exhibits,presents,person_2949,exhibe,présente,French,RV,fr,0.23978948025980912
tower,tour,person_2949,tour,tour,French,RN,fr,0.09932701288648782
oldest,eldest,person_2949,aîné,aîné,French,RJ,fr,0.4167645816526966
give,tell,person_3275,donner,dire,French,RV,fr,0.4242133453061221
prepared,ready,person_3275,préparé,prêt,French,RJ,fr,0.5106951711350532
would,should,person_3275,serait,devrait,French,RV,fr,0.6300398185358216
suggest,propose,person_3275,suggérer,proposer,French,RV,fr,0.4434566005792623
is,stays,person_3275,est,reste,French,RV,fr,0.21142158729668606
here,there,person_3275,ici,là,French,RY,fr,0.3581887560136957
machinery,engines,person_3275,machines,moteurs,French,RN,fr,0.26569132700190534
would,should,person_3275,serait,devrait,French,RV,fr,0.6300398185358216
walk,watch,person_2797,marcher,regarder,French,RV,fr,0.19761416402455564
steps,stairs,person_2797,étapes,escaliers,French,RN,fr,0.3648896755968002
write,right,person_2797,écrire,droit,French,RV,fr,0.12659625656047785
historic,historical,person_3041,historique,historique,French,RJ,fr,0.4664207340614593
exhibited,exposed,person_3041,exposées,exposés,French,RV,fr,0.2315507901763815
real,similar,person_3041,réel,similaire,French,RJ,fr,0.19054980632962043
experience,time,person_3041,expérience,temps,French,RN,fr,0.2100916739798493
good,enjoyable,person_3041,bon,agréable,French,RJ,fr,0.35806843637187225
unusual,uncommon,person_3041,inhabituel,rare,French,RJ,fr,0.5612848848327952
directions,indications,person_3052,directions,indications,French,RN,fr,0.2243017336254247
must,will,person_2984,doit,va,French,RV,fr,0.5744676551795698
theme,subject,person_2984,thème,sujet,French,RN,fr,0.1291517179977072
great,grateful,person_2984,grand,reconnaissant,French,RJ,fr,0.3493889887596108
just,only,person_2984,juste,seulement,French,RY,fr,0.523938030199832
great,grateful,person_2984,grand,reconnaissant,French,RJ,fr,0.3493889887596108
describe,explain,person_2984,décrire,expliquer,French,RV,fr,0.4831313784951171
go,get,person_2984,aller,obtenir,French,RV,fr,0.3920601421175638
only,unique,person_2984,seule,unique,French,RJ,fr,0.20448572225828593
especially,specially,person_2984,surtout,spécialement,French,RY,fr,0.33052717780937146
go,get,person_2984,aller,obtenir,French,RV,fr,0.3920601421175638
satisfactory,enough,person_3253,satisfaisant,assez,French,RJ,fr,0.24130582175502702
square,place,person_3253,carré,endroit,French,RN,fr,0.13867742508568465
served,prepared,person_3253,servi,préparé,French,RV,fr,0.24697760209645275
also,besides,person_3253,également,outre,French,RY,fr,0.3029263913426048
documents,documentary,person_3253,documents,documentaire,French,RN,fr,0.20933356624122118
pay,have,person_3253,payer,ont,French,RV,fr,0.21387814897552432
option,solution,person_3253,option,solution,French,RN,fr,0.3115746167445612
directions,indications,person_3156,directions,indications,French,RN,fr,0.2243017336254247
mobile,portable,person_3156,mobile,portable,French,RJ,fr,0.348616995955063
mobile,portable,person_3156,mobile,portable,French,RJ,fr,0.348616995955063
mobile,portable,person_3156,mobile,portable,French,RJ,fr,0.348616995955063
mobile,portable,person_3156,mobile,portable,French,RJ,fr,0.348616995955063
mobile,portable,person_3156,mobile,portable,French,RJ,fr,0.348616995955063
get,take,person_3156,obtenir,prendre,French,RV,fr,0.48988491359918357
mobile,portable,person_3156,mobile,portable,French,RJ,fr,0.348616995955063
give,transmit,person_3232,donner,transmettre,French,RV,fr,0.1534922966850935
oil,gasoline,person_3232,huile,essence,French,RN,fr,0.45455365228599226
great,deep,person_3232,grand,profonde,French,RJ,fr,0.19391305868259356
change,evolution,person_3232,changement,évolution,French,RN,fr,0.24311288246616802
structures,strictures,person_3232,structures,sténoses,French,RN,fr,0.2516854993536289
problems,issues,person_3232,problèmes,questions,French,RN,fr,0.608287362747093
affecting,impacting,person_3232,affectant,effectuant,French,RV,fr,0.654625105656458
made,done,person_3230,fait,fait,French,RV,fr,0.2661939435558714
might,may,person_454,可能,可能,Chinese (Simplified),RV,zh,0.678764733803759
had,got,person_454,有,得到,Chinese (Simplified),RV,zh,0.5548759252093133
brother,bother,person_454,哥哥,打扰,Chinese (Simplified),RN,zh,0.12570178768868778
ago,before,person_504,前,以前,Chinese (Simplified),RY,zh,0.3367218913396709
have,play,person_504,有,玩,Chinese (Simplified),RV,zh,0.18205670457252737
break,brake,person_504,休息,制动,Chinese (Simplified),RN,zh,0.14363833281888694
succeed,try,person_504,成功,尝试,Chinese (Simplified),RV,zh,0.3322164310547956
make,take,person_504,使,采取,Chinese (Simplified),RV,zh,0.3472832521144307
allowed,made,person_605,允许,作出,Chinese (Simplified),RV,zh,0.25728588851050077
broadening,enlarged,person_605,展宽,加大,Chinese (Simplified),RV,zh,0.26538646681499856
have,show,person_605,有,显示,Chinese (Simplified),RV,zh,0.20443362215232555
have,achieve,person_605,有,实现,Chinese (Simplified),RV,zh,0.18973273423512926
receiving,hearing,person_605,接收,听到,Chinese (Simplified),RV,zh,0.18157432677113539
jewellery,accessories,person_1550,珠宝,配件,Chinese (Simplified),RN,zh,0.3995674720298653
have,make,person_1550,有,使,Chinese (Simplified),RV,zh,0.27043723827473015
turn,term,person_2246,轮,学期,Chinese (Simplified),RN,zh,0.05778150461875363
experience,situation,person_2246,经验,情况,Chinese (Simplified),RN,zh,0.23009472833773947
promised,said,person_2246,答应,说,Chinese (Simplified),RV,zh,0.23830044964537161
deceitful,tricky,person_2246,骗人,棘手,Chinese (Simplified),RJ,zh,0.20896465080291626
refund,compensation,person_2293,退款,补偿,Chinese (Simplified),RN,zh,0.24327802550413224
faithfully,sincerely,person_2293,忠实,真诚,Chinese (Simplified),RY,zh,0.3185136213547491
get,have,person_684,得到,有,Chinese (Simplified),RV,zh,0.46326255603942595
ashamed,shameful,person_684,惭愧,可耻,Chinese (Simplified),RJ,zh,0.49686926639933293
go,come,person_2592,去,来,Chinese (Simplified),RV,zh,0.3942303111419888
closed,close,person_2592,闭合,密切,Chinese (Simplified),RJ,zh,0.2623544938379053
experienced,had,person_2592,经历,有,Chinese (Simplified),RV,zh,0.27919518274081373
fight,fright,person_2592,斗争,惊吓,Chinese (Simplified),RN,zh,0.17390492853554645
produce,give,person_2592,产生,给,Chinese (Simplified),RV,zh,0.23968853156758957
brings,give,person_2592,带来,给,Chinese (Simplified),RV,zh,0.32440163604993666
star,starring,person_1098,明星,主演,Chinese (Simplified),RN,zh,0.26985264377733154
resist,stop,person_1098,抗拒,停止,Chinese (Simplified),RV,zh,0.2554044378680976
doing,finishing,person_1098,做,整理,Chinese (Simplified),RV,zh,0.24452828352607825
beating,throbbing,person_1098,跳动,悸动,Chinese (Simplified),RV,zh,0.2839350804496369
invented,made,person_2234,发明,作出,Chinese (Simplified),RV,zh,0.19321805953260113
won't,don't,person_1714,不会,不,Chinese (Simplified),RV,zh,0.8317591041420493
again,anymore,person_1714,再次,了,Chinese (Simplified),RY,zh,0.29640201752434514
customer,consumer,person_708,客户,消费者,Chinese (Simplified),RN,zh,0.34944055071023794
starred,stared,person_708,主演,盯,Chinese (Simplified),RV,zh,0.1811833716749781
given,stated,person_708,给定,陈述,Chinese (Simplified),RV,zh,0.33077010445883337
start,be,person_708,开始,被,Chinese (Simplified),RV,zh,0.24549425043857792
very,completely,person_708,非常,完全,Chinese (Simplified),RY,zh,0.35783790137817023
take,bring,person_708,采取,带来,Chinese (Simplified),RV,zh,0.3767094029229452
acceptable,agreeable,person_708,接受,同意,Chinese (Simplified),RJ,zh,0.29388343515247756
product,result,person_708,产品,结果,Chinese (Simplified),RN,zh,0.17827604024389954
size,number,person_708,大小,数量,Chinese (Simplified),RN,zh,0.24887435270375607
comfortable,suitable,person_708,舒适,合适,Chinese (Simplified),RJ,zh,0.2913463776415201
bear,bare,person_708,承担,裸露,Chinese (Simplified),RV,zh,0.207279411769545
did,were,person_1496,做,被,Chinese (Simplified),RV,zh,0.41700323157942465
really,however,person_1496,真,然而,Chinese (Simplified),RY,zh,0.336512752036814
affected,influenced,person_1496,影响,影响,Chinese (Simplified),RV,zh,0.3768538178608822
would,can,person_1496,会,可以,Chinese (Simplified),RV,zh,0.5659030159455135
has,does,person_1496,有,是否,Chinese (Simplified),RV,zh,0.26522941977307113
acquire,learn,person_1496,获得,学习,Chinese (Simplified),RV,zh,0.2684574455593538
described,mentioned,person_2407,描述,提到,Chinese (Simplified),RV,zh,0.45844087121184285
left,made,person_1541,离开,作出,Chinese (Simplified),RV,zh,0.13148686544392052
thought,suppose,person_1541,以为,假设,Chinese (Simplified),RV,zh,0.4892649147761572
share,spread,person_1541,分享,散布,Chinese (Simplified),RV,zh,0.16913889602949211
allows,makes,person_2676,允许,使,Chinese (Simplified),RV,zh,0.39809802391398386
say,show,person_2476,说,显示,Chinese (Simplified),RV,zh,0.2299373967964796
quite,very,person_2476,相当,非常,Chinese (Simplified),RY,zh,0.713516961031995
fired,fried,person_2476,解雇,炸,Chinese (Simplified),RV,zh,0.09842381318163831
previous,last,person_2476,先前,最后,Chinese (Simplified),RJ,zh,0.4254979174294682
wanted,went,person_2476,想要,去,Chinese (Simplified),RV,zh,0.4700857233197386
have,getting,person_2476,有,越来越,Chinese (Simplified),RV,zh,0.36811091407769025
give,send,person_2476,给,发送,Chinese (Simplified),RV,zh,0.3538682857167711
made,let,person_2476,作出,让,Chinese (Simplified),RV,zh,0.17185655242632097
felt,got,person_2476,感到,得到,Chinese (Simplified),RV,zh,0.41106990575049007
started,was,person_2700,开始,是,Chinese (Simplified),RV,zh,0.4423791350668218
are,has,person_1792,是,有,Chinese (Simplified),RV,zh,0.28319971745525463
ticket,thicket,person_1792,票,灌木丛,Chinese (Simplified),RN,zh,0.023031498216481847
theatre,threat,person_1792,剧院,威胁,Chinese (Simplified),RN,zh,0.06821757864316538
past,pass,person_1792,以往,通,Chinese (Simplified),RN,zh,0.15123557633828577
petrol,petrel,person_1792,汽油,海燕,Chinese (Simplified),RN,zh,0.05669839942316341
vehicles,transport,person_1792,车辆,运输,Chinese (Simplified),RN,zh,0.30227412153233213
travel,transport,person_1792,出差,运输,Chinese (Simplified),RV,zh,0.32195360052441413
money,refund,person_2098,钱,退款,Chinese (Simplified),RN,zh,0.2883192812068761
inability,disability,person_2098,无力,残疾,Chinese (Simplified),RN,zh,0.22867407294135733
studying,learning,person_234,学习,学,Chinese (Simplified),RV,zh,0.3620360536531456
enter,have,person_234,进入,有,Chinese (Simplified),RV,zh,0.15780224484230726
aisle,row,person_234,过道,排,Chinese (Simplified),RN,zh,0.19990826714751844
right,truth,person_234,正确,真理,Chinese (Simplified),RJ,zh,0.17516644887969138
try,chance,person_234,尝试,机会,Chinese (Simplified),RV,zh,0.3538748753897777
aisle,row,person_234,过道,排,Chinese (Simplified),RN,zh,0.19990826714751844
gets,make,person_234,获取,使,Chinese (Simplified),RV,zh,0.2719408320543534
stay,live,person_2043,呆,住,Chinese (Simplified),RV,zh,0.22311804022125642
start,open,person_2043,开始,打开,Chinese (Simplified),RV,zh,0.19842948067504346
space,area,person_2043,空间,地区,Chinese (Simplified),RN,zh,0.27528184099463693
sleep,live,person_2326,睡,住,Chinese (Simplified),RV,zh,0.13918155464049348
stayed,lived,person_2326,呆,住,Chinese (Simplified),RV,zh,0.3657503660863992
new,fresh,person_2326,新,新鲜,Chinese (Simplified),RJ,zh,0.26350686525771294
bring,carry,person_2326,带来,携带,Chinese (Simplified),RV,zh,0.27936974903371564
on,in,person_2326,对,在,Chinese (Simplified),RY,zh,0.3553311706486082
though,so,person_2326,虽然,所以,Chinese (Simplified),RY,zh,0.4459663254909535
making,talking,person_2326,制作,说话,Chinese (Simplified),RV,zh,0.2495162322738719
learn,know,person_2326,学习,知道,Chinese (Simplified),RV,zh,0.41403447946927796
tried,tied,person_742,试图,绑,Chinese (Simplified),RV,zh,0.13693690377832088
should,shall,person_742,应该,须,Chinese (Simplified),RV,zh,0.37612411543798174
should,will,person_742,应该,将,Chinese (Simplified),RV,zh,0.6260343299404381
basis,base,person_742,基础,基地,Chinese (Simplified),RN,zh,0.13442267040806405
get,do,person_742,得到,做,Chinese (Simplified),RV,zh,0.42530782088104047
class,lesson,person_742,类,教训,Chinese (Simplified),RN,zh,0.355561804354971
pleased,glad,person_1015,高兴,高兴,Chinese (Simplified),RJ,zh,0.5454253923588603
hobby,enthusiasm,person_1015,爱好,热情,Chinese (Simplified),RN,zh,0.2158078248490339
been,begun,person_1015,被,开始,Chinese (Simplified),RV,zh,0.3790010615593815
treat,job,person_1015,请客,工作,Chinese (Simplified),RN,zh,0.07555363477509744
retailers,owners,person_1015,零售商,业主,Chinese (Simplified),RN,zh,0.2492613850307268
expected,estimated,person_1015,预期,估计,Chinese (Simplified),RV,zh,0.2768157541548316
affect,effect,person_1015,影响,影响,Chinese (Simplified),RV,zh,0.39952096280892047
questions,answers,person_2290,问题,答案,Chinese (Simplified),RN,zh,0.6270445988412471
agree,make,person_2290,同意,使,Chinese (Simplified),RV,zh,0.20186605746597627
will,must,person_2290,将,必须,Chinese (Simplified),RV,zh,0.5744676551795698
very,too,person_2290,非常,太,Chinese (Simplified),RY,zh,0.5375393488205544
should,can,person_2290,应该,可以,Chinese (Simplified),RV,zh,0.6228122237327869
have,bring,person_2290,有,带来,Chinese (Simplified),RV,zh,0.28070317092836783
happy,enjoyable,person_2290,快乐,愉快,Chinese (Simplified),RJ,zh,0.3425253981579638
awarding,granting,person_2494,颁奖,授予,Chinese (Simplified),RV,zh,0.43679931657866317
noticed,found,person_2494,注意,发现,Chinese (Simplified),RV,zh,0.3906168331228283
have,stroke,person_2494,有,抚摸,Chinese (Simplified),RV,zh,0.08547707237428043
learned,knew,person_2696,学会,知道,Chinese (Simplified),RV,zh,0.39751659578519044
introduction,instruction,person_2696,介绍,指令,Chinese (Simplified),RN,zh,0.24288549376345914
improve,prove,person_2696,提高,证明,Chinese (Simplified),RV,zh,0.22204120429264407
teach,show,person_2696,教,显示,Chinese (Simplified),RV,zh,0.12154777542014755
get,stay,person_2696,得到,呆,Chinese (Simplified),RV,zh,0.287039549954736
give,tell,person_231,给,告诉,Chinese (Simplified),RV,zh,0.4242133453061221
also,however,person_231,也,然而,Chinese (Simplified),RY,zh,0.444463129439713
studying,learning,person_231,学习,学,Chinese (Simplified),RV,zh,0.3620360536531456
breaks,brakes,person_231,减免,刹车,Chinese (Simplified),RN,zh,0.1714146966950537
musicians,players,person_231,音乐家,球员,Chinese (Simplified),RN,zh,0.35570094028055654
day,date,person_231,一天,日期,Chinese (Simplified),RN,zh,0.2637852355864785
acquire,learn,person_1886,获得,学习,Chinese (Simplified),RV,zh,0.2684574455593538
right,suitable,person_1886,正确,合适,Chinese (Simplified),RJ,zh,0.12264162955537541
subject,lesson,person_1886,主体,教训,Chinese (Simplified),RN,zh,0.1670139926400671
show,express,person_1886,显示,表达,Chinese (Simplified),RV,zh,0.0997442638496122
should,would,person_1886,应该,会,Chinese (Simplified),RV,zh,0.6300398185358216
trip,journey,person_1514,旅行,旅程,Chinese (Simplified),RN,zh,0.4135881963632433
sincerely,faithfully,person_1514,真诚,忠实,Chinese (Simplified),RY,zh,0.3185136213547491
time,moment,person_524,时间,时刻,Chinese (Simplified),RN,zh,0.42699941774793626
either,too,person_524,要么,太,Chinese (Simplified),RY,zh,0.2693693077156252
way,method,person_524,方式,方法,Chinese (Simplified),RN,zh,0.22153635597369092
now,after,person_524,现在,后,Chinese (Simplified),RY,zh,0.3017559614004894
find,have,person_524,找到,有,Chinese (Simplified),RV,zh,0.33641117365416173
staying,living,person_669,住,生活,Chinese (Simplified),RV,zh,0.24215141250839217
stay,live,person_669,呆,住,Chinese (Simplified),RV,zh,0.22311804022125642
sincerely,faithfully,person_669,真诚,忠实,Chinese (Simplified),RY,zh,0.3185136213547491
take,prepare,person_2218,采取,准备,Chinese (Simplified),RV,zh,0.27735733715237954
like,prefer,person_2542,喜欢,宁愿,Chinese (Simplified),RV,zh,0.387059043353984
classical,classic,person_2542,古典,经典,Chinese (Simplified),RJ,zh,0.3567394204407931
take,make,person_2542,采取,使,Chinese (Simplified),RV,zh,0.3472832521144307
photographs,photography,person_2542,照片,摄影,Chinese (Simplified),RN,zh,0.49021156294552104
stay,journey,person_2542,逗留,旅程,Chinese (Simplified),RN,zh,0.16465516828060217
shop,buy,person_2542,购物,买,Chinese (Simplified),RV,zh,0.3403410515525036
will,must,person_2542,将,必须,Chinese (Simplified),RV,zh,0.5744676551795698
opportunity,occasion,person_1909,机会,场合,Chinese (Simplified),RN,zh,0.22638955431720315
introduce,initiate,person_1909,介绍,发起,Chinese (Simplified),RV,zh,0.2744696387079043
meet,fetch,person_1909,满足,取,Chinese (Simplified),RV,zh,0.10915138964248564
like,appreciate,person_1909,喜欢,欣赏,Chinese (Simplified),RV,zh,0.35138504946004395
aisles,alleys,person_1909,过道,小巷,Chinese (Simplified),RN,zh,0.30531583879313706
stand,stay,person_1909,站,呆,Chinese (Simplified),RV,zh,0.15300269763655128
unfortunately,unluckily,person_1909,不幸,偏偏,Chinese (Simplified),RY,zh,0.5763641231857325
ms,madam,person_4,女士,夫人,Chinese (Simplified),RN,zh,0.11969613091380059
rather,more,person_4,而,更,Chinese (Simplified),RY,zh,0.44381064298880557
put,built,person_4,把,建,Chinese (Simplified),RV,zh,0.1848139758656127
bring,prepared,person_4,带来,准备,Chinese (Simplified),RV,zh,0.2549584623988762
go,have,person_4,去,有,Chinese (Simplified),RV,zh,0.3059400892389049
centre,area,person_4,中心,地区,Chinese (Simplified),RN,zh,0.24998649560637926
holiday,festival,person_4,假日,节日,Chinese (Simplified),RN,zh,0.2860811887113595
photograph,photography,person_2215,照片,摄影,Chinese (Simplified),RN,zh,0.45175594220192683
want,like,person_2215,想要,喜欢,Chinese (Simplified),RV,zh,0.5165116607047724
really,very,person_2215,真,非常,Chinese (Simplified),RY,zh,0.48635202887077444
taste,thinking,person_2215,味道,思想,Chinese (Simplified),RN,zh,0.12200041668815007
help,let,person_2215,帮助,让,Chinese (Simplified),RV,zh,0.3856507292590109
install,fix,person_2360,安装,修复,Chinese (Simplified),RV,zh,0.3192945064593091
installing,fixing,person_2360,安装,固定,Chinese (Simplified),RV,zh,0.3569988060983117
sincerely,faithfully,person_2360,真诚,忠实,Chinese (Simplified),RY,zh,0.3185136213547491
additionally,otherwise,person_1696,此外,否则,Chinese (Simplified),RY,zh,0.260337914873071
do,choose,person_1902,做,选择,Chinese (Simplified),RV,zh,0.29861516855800097
should,shall,person_1902,应该,须,Chinese (Simplified),RV,zh,0.37612411543798174
sincerely,faithfully,person_1902,真诚,忠实,Chinese (Simplified),RY,zh,0.3185136213547491
amusement,fun,person_1902,娱乐,乐趣,Chinese (Simplified),RN,zh,0.2656459928887782
stay,live,person_2,呆,住,Chinese (Simplified),RV,zh,0.22311804022125642
stay,live,person_2,呆,住,Chinese (Simplified),RV,zh,0.22311804022125642
team,term,person_2,团队,学期,Chinese (Simplified),RN,zh,0.046303013130375215
brings,makes,person_2,带来,使,Chinese (Simplified),RV,zh,0.4145086525894863
team,term,person_1055,团队,学期,Chinese (Simplified),RN,zh,0.046303013130375215
go,join,person_1055,去,加入,Chinese (Simplified),RV,zh,0.22710448658104102
calm,claim,person_1055,平息,声称,Chinese (Simplified),RV,zh,-0.018453593625577792
do,have,person_34,做,有,Chinese (Simplified),RV,zh,0.385893082855613
go,try,person_34,去,尝试,Chinese (Simplified),RV,zh,0.392727705131254
take,get,person_34,采取,得到,Chinese (Simplified),RV,zh,0.48988491359918357
take,get,person_34,采取,得到,Chinese (Simplified),RV,zh,0.48988491359918357
going,doing,person_34,会,做,Chinese (Simplified),RV,zh,0.5224778739069628
look,face,person_34,看起来,面对,Chinese (Simplified),RV,zh,0.2548312364345214
tents,tens,person_27,帐篷,几十,Chinese (Simplified),RN,zh,0.11811409359850453
tents,tens,person_27,帐篷,几十,Chinese (Simplified),RN,zh,0.11811409359850453
sometimes,sometime,person_27,有时,有时,Chinese (Simplified),RY,zh,0.21135196080569796
bored,boring,person_27,无聊,无聊,Chinese (Simplified),RJ,zh,0.4821940942275872
did,was,person_27,做,是,Chinese (Simplified),RV,zh,0.45782219301326577
pleased,glad,person_761,高兴,高兴,Chinese (Simplified),RJ,zh,0.5454253923588603
carry,take,person_761,携带,采取,Chinese (Simplified),RV,zh,0.25408023925799084
introduction,instruction,person_761,介绍,指令,Chinese (Simplified),RN,zh,0.24288549376345914
do,make,person_761,做,使,Chinese (Simplified),RV,zh,0.3857835826030168
film,make,person_761,电影,使,Chinese (Simplified),RV,zh,0.11784793972600732
made,done,person_209,作出,做,Chinese (Simplified),RV,zh,0.2661939435558714
excellent,good,person_209,优秀,好,Chinese (Simplified),RJ,zh,0.5269350278627003
later,after,person_209,后来,后,Chinese (Simplified),RY,zh,0.5194922957326031
ask,say,person_209,问,说,Chinese (Simplified),RV,zh,0.45701594131866324
learn,know,person_209,学习,知道,Chinese (Simplified),RV,zh,0.41403447946927796
learn,know,person_209,学习,知道,Chinese (Simplified),RV,zh,0.41403447946927796
incorporate,have,person_209,纳入,有,Chinese (Simplified),RV,zh,0.19862206288748935
play,take,person_209,玩,采取,Chinese (Simplified),RV,zh,0.21116506953319003
need,necessity,person_209,必要,必要性,Chinese (Simplified),RN,zh,0.2647131856788343
will,could,person_209,将,可以,Chinese (Simplified),RV,zh,0.5222036342176757
improve,approve,person_209,提高,批准,Chinese (Simplified),RV,zh,0.1576260829002967
should,shall,person_557,应该,须,Chinese (Simplified),RV,zh,0.37612411543798174
held,showed,person_557,举行,表明,Chinese (Simplified),RV,zh,0.22508679172670765
can,may,person_557,可以,可能,Chinese (Simplified),RV,zh,0.644025597607327
cause,give,person_557,引起,给,Chinese (Simplified),RV,zh,0.2216741389717682
acquired,understood,person_557,后天,理解,Chinese (Simplified),RV,zh,0.1620239155470046
crowded,crowed,person_557,挤,打鸣,Chinese (Simplified),RV,zh,0.3608174032170831
went,want,person_557,去,想要,Chinese (Simplified),RV,zh,0.22958023344016548
didn't,haven't,person_557,没,没,Chinese (Simplified),RV,zh,0.7383181606237983
really,extremely,person_557,真,极其,Chinese (Simplified),RY,zh,0.43740171377297676
river,river-side,person_557,河,滨江,Chinese (Simplified),RN,zh,0.5625872958640417
devised,set,person_683,设计,设置,Chinese (Simplified),RV,zh,0.1982623137893852
interested,interesting,person_683,感兴趣,有趣,Chinese (Simplified),RJ,zh,0.31248637419861225
would,may,person_683,会,可能,Chinese (Simplified),RV,zh,0.593285074283425
reschedule,change,person_683,改期,改变,Chinese (Simplified),RV,zh,0.2151181063606577
sincerely,faithfully,person_683,真诚,忠实,Chinese (Simplified),RY,zh,0.3185136213547491
deserves,has,person_539,值得,有,Chinese (Simplified),RV,zh,0.2752067815629189
therefore,there,person_539,因此,那里,Chinese (Simplified),RY,zh,0.28308424931621673
would,should,person_539,会,应该,Chinese (Simplified),RV,zh,0.6300398185358216
chance,change,person_516,机会,变化,Chinese (Simplified),RN,zh,0.16106126154721437
interact,interest,person_516,交互,兴趣,Chinese (Simplified),RV,zh,0.10826820377700225
chance,change,person_516,机会,变化,Chinese (Simplified),RN,zh,0.16106126154721437
electric,electrical,person_516,电动,电气,Chinese (Simplified),RJ,zh,0.5399027047339444
tool,item,person_516,工具,项目,Chinese (Simplified),RN,zh,0.18525883922594377
affected,effected,person_516,影响,影响,Chinese (Simplified),RV,zh,0.5356221090963814
controls,controllers,person_516,控件,控制器,Chinese (Simplified),RN,zh,0.3981823834139945
happen,change,person_516,发生,改变,Chinese (Simplified),RV,zh,0.31900798774920647
number,amount,person_516,数量,金额,Chinese (Simplified),RN,zh,0.30578255562777357
either,too,person_516,要么,太,Chinese (Simplified),RY,zh,0.2693693077156252
cuisine,kitchen,person_516,美食,厨房,Chinese (Simplified),RN,zh,0.2860752183641203
especially,specially,person_2102,特别是,专门,Chinese (Simplified),RY,zh,0.33052717780937146
lives,things,person_2102,生活,事情,Chinese (Simplified),RN,zh,0.2328486319939716
do,have,person_2102,做,有,Chinese (Simplified),RV,zh,0.385893082855613
excellent,good,person_1621,优秀,好,Chinese (Simplified),RJ,zh,0.5269350278627003
held,help,person_1621,举行,帮助,Chinese (Simplified),RV,zh,0.052982049735722445
runs,starts,person_1621,运行,开始,Chinese (Simplified),RV,zh,0.38381109122708695
cause,make,person_1621,引起,使,Chinese (Simplified),RV,zh,0.22478573116058073
cause,make,person_1621,引起,使,Chinese (Simplified),RV,zh,0.22478573116058073
providing,giving,person_1621,提供,给,Chinese (Simplified),RV,zh,0.44385032171765415
aim,view,person_1621,目的,视图,Chinese (Simplified),RN,zh,0.16006451893948054
had,got,person_1621,有,得到,Chinese (Simplified),RV,zh,0.5548759252093133
stock,sock,person_1621,股票,袜子,Chinese (Simplified),RN,zh,0.07603722187071327
went,stayed,person_1621,去,呆,Chinese (Simplified),RV,zh,0.4157180423160103
feelings,mood,person_1621,感情,心情,Chinese (Simplified),RN,zh,0.3391273261069305
admission,entrance,person_217,入场,入口,Chinese (Simplified),RN,zh,0.31157036956870166
sincerely,faithfully,person_217,真诚,忠实,Chinese (Simplified),RY,zh,0.3185136213547491
lying,leaning,person_217,躺,倚,Chinese (Simplified),RV,zh,0.2608042968648723
group,ground,person_217,组,地面,Chinese (Simplified),RN,zh,0.004577296741702586
saw,say,person_217,看到,说,Chinese (Simplified),RV,zh,0.34740877756652355
rescued,delivered,person_217,获救,交付,Chinese (Simplified),RV,zh,0.14861651621445032
joy,join,person_217,喜悦,联接,Chinese (Simplified),RN,zh,0.09429170290379726
follow,join,person_951,遵循,加入,Chinese (Simplified),RV,zh,0.26773528882636843
robotic,electrical,person_951,机器人,电气,Chinese (Simplified),RJ,zh,0.19913852951920902
will,should,person_951,将,应该,Chinese (Simplified),RV,zh,0.6260343299404381
prevent,make,person_951,防止,使,Chinese (Simplified),RV,zh,0.3003232078792268
things,ways,person_951,事情,方式,Chinese (Simplified),RN,zh,0.39535910788346434
go,do,person_1037,去,做,Chinese (Simplified),RV,zh,0.539136677207568
sincerely,faithful,person_1037,真诚,忠实,Chinese (Simplified),RY,zh,0.26596246017709935
dubious,unsure,person_1037,可疑,拿不准,Chinese (Simplified),RJ,zh,0.30961613152040424
help,deal,person_1037,帮助,打交道,Chinese (Simplified),RV,zh,0.15272699723532338
warn,tell,person_1037,警告,告诉,Chinese (Simplified),RV,zh,0.3705610988560313
catch,take,person_2960,赶上,采取,Chinese (Simplified),RV,zh,0.23204568491032188
afterwards,after,person_2960,事后,后,Chinese (Simplified),RY,zh,0.5012551060758121
go,have,person_2960,去,有,Chinese (Simplified),RV,zh,0.3059400892389049
attracts,bring,person_2960,吸引,带来,Chinese (Simplified),RV,zh,0.21101262701024212
playing,play,person_3116,玩,游戏,Chinese (Simplified),RN,zh,0.580694830011376
disco,disc,person_3116,迪斯科,椎间盘,Chinese (Simplified),RN,zh,0.18591596462570298
off,up,person_3116,了,起来,Chinese (Simplified),RY,zh,0.3671782740699566
historic,historical,person_3116,历史性,历史,Chinese (Simplified),RJ,zh,0.4664207340614593
gave,was,person_3116,给,是,Chinese (Simplified),RV,zh,0.3875578798687044
not,no,person_3116,不是,没有,Chinese (Simplified),RY,zh,0.3391300655324071
especially,specially,person_3116,特别是,专门,Chinese (Simplified),RY,zh,0.33052717780937146
