c,i,id,l1_c,l1_i,language,type,code
vehicles,transport,person_1792,车辆,运输,Chinese (Simplified),RN,zh
travel,transport,person_1792,出差,运输,Chinese (Simplified),RV,zh
money,refund,person_2098,钱,退款,Chinese (Simplified),RN,zh
inability,disability,person_2098,无力,残疾,Chinese (Simplified),RN,zh
studying,learning,person_234,学习,学,Chinese (Simplified),RV,zh
enter,have,person_234,进入,有,Chinese (Simplified),RV,zh
aisle,row,person_234,过道,排,Chinese (Simplified),RN,zh
right,truth,person_234,正确,真理,Chinese (Simplified),RJ,zh
try,chance,person_234,尝试,机会,Chinese (Simplified),RV,zh
aisle,row,person_234,过道,排,Chinese (Simplified),RN,zh
gets,make,person_234,获取,使,Chinese (Simplified),RV,zh
stay,live,person_2043,呆,住,Chinese (Simplified),RV,zh
Start,Open,person_2043,开始,打开,Chinese (Simplified),RV,zh
space,area,person_2043,空间,地区,Chinese (Simplified),RN,zh
sleep,live,person_2326,睡,住,Chinese (Simplified),RV,zh
stayed,lived,person_2326,呆,住,Chinese (Simplified),RV,zh
new,fresh,person_2326,新,新鲜,Chinese (Simplified),RJ,zh
bring,carry,person_2326,带来,携带,Chinese (Simplified),RV,zh
on,in,person_2326,对,在,Chinese (Simplified),RY,zh
though,so,person_2326,虽然,所以,Chinese (Simplified),RY,zh
making,talking,person_2326,制作,说话,Chinese (Simplified),RV,zh
learn,know,person_2326,学习,知道,Chinese (Simplified),RV,zh
tried,tied,person_742,试图,绑,Chinese (Simplified),RV,zh
should,shall,person_742,应该,须,Chinese (Simplified),RV,zh
should,will,person_742,应该,将,Chinese (Simplified),RV,zh
basis,base,person_742,基础,基地,Chinese (Simplified),RN,zh
get,do,person_742,得到,做,Chinese (Simplified),RV,zh
class,lesson,person_742,类,教训,Chinese (Simplified),RN,zh
pleased,glad,person_1015,高兴,高兴,Chinese (Simplified),RJ,zh
hobby,enthusiasm,person_1015,爱好,热情,Chinese (Simplified),RN,zh
been,begun,person_1015,被,开始,Chinese (Simplified),RV,zh
treat,job,person_1015,请客,工作,Chinese (Simplified),RN,zh
retailers,owners,person_1015,零售商,业主,Chinese (Simplified),RN,zh
expected,estimated,person_1015,预期,估计,Chinese (Simplified),RV,zh
affect,effect,person_1015,影响,影响,Chinese (Simplified),RV,zh
questions,answers,person_2290,问题,答案,Chinese (Simplified),RN,zh
agree,make,person_2290,同意,使,Chinese (Simplified),RV,zh
will,must,person_2290,将,必须,Chinese (Simplified),RV,zh
very,too,person_2290,非常,太,Chinese (Simplified),RY,zh
should,can,person_2290,应该,可以,Chinese (Simplified),RV,zh
have,bring,person_2290,有,带来,Chinese (Simplified),RV,zh
happy,enjoyable,person_2290,快乐,愉快,Chinese (Simplified),RJ,zh
awarding,granting,person_2494,颁奖,授予,Chinese (Simplified),RV,zh
noticed,found,person_2494,注意,发现,Chinese (Simplified),RV,zh
have,stroke,person_2494,有,抚摸,Chinese (Simplified),RV,zh
learned,knew,person_2696,学会,知道,Chinese (Simplified),RV,zh
Introduction,Instruction,person_2696,介绍,指令,Chinese (Simplified),RN,zh
improve,prove,person_2696,提高,证明,Chinese (Simplified),RV,zh
teach,show,person_2696,教,显示,Chinese (Simplified),RV,zh
get,stay,person_2696,得到,呆,Chinese (Simplified),RV,zh
give,tell,person_231,给,告诉,Chinese (Simplified),RV,zh
Also,However,person_231,也,然而,Chinese (Simplified),RY,zh
studying,learning,person_231,学习,学,Chinese (Simplified),RV,zh
breaks,brakes,person_231,减免,刹车,Chinese (Simplified),RN,zh
musicians,players,person_231,音乐家,球员,Chinese (Simplified),RN,zh
day,date,person_231,一天,日期,Chinese (Simplified),RN,zh
acquire,learn,person_1886,获得,学习,Chinese (Simplified),RV,zh
right,suitable,person_1886,正确,合适,Chinese (Simplified),RJ,zh
subject,lesson,person_1886,主体,教训,Chinese (Simplified),RN,zh
show,express,person_1886,显示,表达,Chinese (Simplified),RV,zh
should,would,person_1886,应该,会,Chinese (Simplified),RV,zh
trip,journey,person_1514,旅行,旅程,Chinese (Simplified),RN,zh
sincerely,faithfully,person_1514,真诚,忠实,Chinese (Simplified),RY,zh
time,moment,person_524,时间,时刻,Chinese (Simplified),RN,zh
either,too,person_524,要么,太,Chinese (Simplified),RY,zh
way,method,person_524,方式,方法,Chinese (Simplified),RN,zh
Now,After,person_524,现在,后,Chinese (Simplified),RY,zh
find,have,person_524,找到,有,Chinese (Simplified),RV,zh
staying,living,person_669,住,生活,Chinese (Simplified),RV,zh
stay,live,person_669,呆,住,Chinese (Simplified),RV,zh
sincerely,faithfully,person_669,真诚,忠实,Chinese (Simplified),RY,zh
take,prepare,person_2218,采取,准备,Chinese (Simplified),RV,zh
like,prefer,person_2542,喜欢,宁愿,Chinese (Simplified),RV,zh
classical,classic,person_2542,古典,经典,Chinese (Simplified),RJ,zh
take,make,person_2542,采取,使,Chinese (Simplified),RV,zh
photographs,photography,person_2542,照片,摄影,Chinese (Simplified),RN,zh
stay,journey,person_2542,逗留,旅程,Chinese (Simplified),RN,zh
shop,buy,person_2542,购物,买,Chinese (Simplified),RV,zh
will,must,person_2542,将,必须,Chinese (Simplified),RV,zh
opportunity,occasion,person_1909,机会,场合,Chinese (Simplified),RN,zh
introduce,initiate,person_1909,介绍,发起,Chinese (Simplified),RV,zh
meet,fetch,person_1909,满足,取,Chinese (Simplified),RV,zh
like,appreciate,person_1909,喜欢,欣赏,Chinese (Simplified),RV,zh
aisles,alleys,person_1909,过道,小巷,Chinese (Simplified),RN,zh
stand,stay,person_1909,站,呆,Chinese (Simplified),RV,zh
unfortunately,unluckily,person_1909,不幸,偏偏,Chinese (Simplified),RY,zh
Ms,Madam,person_4,女士,夫人,Chinese (Simplified),RN,zh
rather,more,person_4,而,更,Chinese (Simplified),RY,zh
put,built,person_4,把,建,Chinese (Simplified),RV,zh
bring,prepared,person_4,带来,准备,Chinese (Simplified),RV,zh
go,have,person_4,去,有,Chinese (Simplified),RV,zh
centre,area,person_4,中心,地区,Chinese (Simplified),RN,zh
holiday,festival,person_4,假日,节日,Chinese (Simplified),RN,zh
photograph,photography,person_2215,照片,摄影,Chinese (Simplified),RN,zh
want,like,person_2215,想要,喜欢,Chinese (Simplified),RV,zh
really,very,person_2215,真,非常,Chinese (Simplified),RY,zh
taste,thinking,person_2215,味道,思想,Chinese (Simplified),RN,zh
help,let,person_2215,帮助,让,Chinese (Simplified),RV,zh
install,fix,person_2360,安装,修复,Chinese (Simplified),RV,zh
installing,fixing,person_2360,安装,固定,Chinese (Simplified),RV,zh
sincerely,faithfully,person_2360,真诚,忠实,Chinese (Simplified),RY,zh
Additionally,Otherwise,person_1696,此外,否则,Chinese (Simplified),RY,zh
do,choose,person_1902,做,选择,Chinese (Simplified),RV,zh
should,shall,person_1902,应该,须,Chinese (Simplified),RV,zh
sincerely,faithfully,person_1902,真诚,忠实,Chinese (Simplified),RY,zh
amusement,fun,person_1902,娱乐,乐趣,Chinese (Simplified),RN,zh
stay,live,person_2,呆,住,Chinese (Simplified),RV,zh
stay,live,person_2,呆,住,Chinese (Simplified),RV,zh
team,term,person_2,团队,学期,Chinese (Simplified),RN,zh
brings,makes,person_2,带来,使,Chinese (Simplified),RV,zh
team,term,person_1055,团队,学期,Chinese (Simplified),RN,zh
go,join,person_1055,去,加入,Chinese (Simplified),RV,zh
calm,claim,person_1055,平息,声称,Chinese (Simplified),RV,zh
do,have,person_34,做,有,Chinese (Simplified),RV,zh
go,try,person_34,去,尝试,Chinese (Simplified),RV,zh
take,get,person_34,采取,得到,Chinese (Simplified),RV,zh
take,get,person_34,采取,得到,Chinese (Simplified),RV,zh
going,doing,person_34,会,做,Chinese (Simplified),RV,zh
look,face,person_34,看起来,面对,Chinese (Simplified),RV,zh
tents,tens,person_27,帐篷,几十,Chinese (Simplified),RN,zh
tents,tens,person_27,帐篷,几十,Chinese (Simplified),RN,zh
Sometimes,Sometime,person_27,有时,有时,Chinese (Simplified),RY,zh
bored,boring,person_27,无聊,无聊,Chinese (Simplified),RJ,zh
did,was,person_27,做,是,Chinese (Simplified),RV,zh
pleased,glad,person_761,高兴,高兴,Chinese (Simplified),RJ,zh
carry,take,person_761,携带,采取,Chinese (Simplified),RV,zh
Introduction,Instruction,person_761,介绍,指令,Chinese (Simplified),RN,zh
do,make,person_761,做,使,Chinese (Simplified),RV,zh
film,make,person_761,电影,使,Chinese (Simplified),RV,zh
made,done,person_209,作出,做,Chinese (Simplified),RV,zh
excellent,good,person_209,优秀,好,Chinese (Simplified),RJ,zh
later,after,person_209,后来,后,Chinese (Simplified),RY,zh
ask,say,person_209,问,说,Chinese (Simplified),RV,zh
learn,know,person_209,学习,知道,Chinese (Simplified),RV,zh
learn,know,person_209,学习,知道,Chinese (Simplified),RV,zh
incorporate,have,person_209,纳入,有,Chinese (Simplified),RV,zh
play,take,person_209,玩,采取,Chinese (Simplified),RV,zh
need,necessity,person_209,必要,必要性,Chinese (Simplified),RN,zh
will,could,person_209,将,可以,Chinese (Simplified),RV,zh
improve,approve,person_209,提高,批准,Chinese (Simplified),RV,zh
should,shall,person_557,应该,须,Chinese (Simplified),RV,zh
held,showed,person_557,举行,表明,Chinese (Simplified),RV,zh
can,may,person_557,可以,可能,Chinese (Simplified),RV,zh
cause,give,person_557,引起,给,Chinese (Simplified),RV,zh
acquired,understood,person_557,后天,理解,Chinese (Simplified),RV,zh
crowded,crowed,person_557,挤,打鸣,Chinese (Simplified),RV,zh
went,want,person_557,去,想要,Chinese (Simplified),RV,zh
didn't,haven't,person_557,没,没,Chinese (Simplified),RV,zh
really,extremely,person_557,真,极其,Chinese (Simplified),RY,zh
river,river-side,person_557,河,滨江,Chinese (Simplified),RN,zh
devised,set,person_683,设计,设置,Chinese (Simplified),RV,zh
interested,interesting,person_683,感兴趣,有趣,Chinese (Simplified),RJ,zh
would,may,person_683,会,可能,Chinese (Simplified),RV,zh
reschedule,change,person_683,改期,改变,Chinese (Simplified),RV,zh
Sincerely,Faithfully,person_683,真诚,忠实,Chinese (Simplified),RY,zh
deserves,has,person_539,值得,有,Chinese (Simplified),RV,zh
Therefore,There,person_539,因此,那里,Chinese (Simplified),RY,zh
would,should,person_539,会,应该,Chinese (Simplified),RV,zh
chance,change,person_516,机会,变化,Chinese (Simplified),RN,zh
interact,interest,person_516,交互,兴趣,Chinese (Simplified),RV,zh
chance,change,person_516,机会,变化,Chinese (Simplified),RN,zh
electric,electrical,person_516,电动,电气,Chinese (Simplified),RJ,zh
tool,item,person_516,工具,项目,Chinese (Simplified),RN,zh
affected,effected,person_516,影响,影响,Chinese (Simplified),RV,zh
controls,controllers,person_516,控件,控制器,Chinese (Simplified),RN,zh
happen,change,person_516,发生,改变,Chinese (Simplified),RV,zh
number,amount,person_516,数量,金额,Chinese (Simplified),RN,zh
either,too,person_516,要么,太,Chinese (Simplified),RY,zh
cuisine,kitchen,person_516,美食,厨房,Chinese (Simplified),RN,zh
especially,specially,person_2102,特别是,专门,Chinese (Simplified),RY,zh
lives,things,person_2102,生活,事情,Chinese (Simplified),RN,zh
do,have,person_2102,做,有,Chinese (Simplified),RV,zh
excellent,good,person_1621,优秀,好,Chinese (Simplified),RJ,zh
held,help,person_1621,举行,帮助,Chinese (Simplified),RV,zh
runs,starts,person_1621,运行,开始,Chinese (Simplified),RV,zh
cause,make,person_1621,引起,使,Chinese (Simplified),RV,zh
cause,make,person_1621,引起,使,Chinese (Simplified),RV,zh
providing,giving,person_1621,提供,给,Chinese (Simplified),RV,zh
aim,view,person_1621,目的,视图,Chinese (Simplified),RN,zh
had,got,person_1621,有,得到,Chinese (Simplified),RV,zh
stock,sock,person_1621,股票,袜子,Chinese (Simplified),RN,zh
went,stayed,person_1621,去,呆,Chinese (Simplified),RV,zh
feelings,mood,person_1621,感情,心情,Chinese (Simplified),RN,zh
admission,entrance,person_217,入场,入口,Chinese (Simplified),RN,zh
sincerely,faithfully,person_217,真诚,忠实,Chinese (Simplified),RY,zh
lying,leaning,person_217,躺,倚,Chinese (Simplified),RV,zh
group,ground,person_217,组,地面,Chinese (Simplified),RN,zh
saw,say,person_217,看到,说,Chinese (Simplified),RV,zh
rescued,delivered,person_217,获救,交付,Chinese (Simplified),RV,zh
joy,join,person_217,喜悦,联接,Chinese (Simplified),RN,zh
follow,join,person_951,遵循,加入,Chinese (Simplified),RV,zh
robotic,electrical,person_951,机器人,电气,Chinese (Simplified),RJ,zh
will,should,person_951,将,应该,Chinese (Simplified),RV,zh
prevent,make,person_951,防止,使,Chinese (Simplified),RV,zh
things,ways,person_951,事情,方式,Chinese (Simplified),RN,zh
go,do,person_1037,去,做,Chinese (Simplified),RV,zh
sincerely,faithful,person_1037,真诚,忠实,Chinese (Simplified),RY,zh
dubious,unsure,person_1037,可疑,拿不准,Chinese (Simplified),RJ,zh
help,deal,person_1037,帮助,打交道,Chinese (Simplified),RV,zh
warn,tell,person_1037,警告,告诉,Chinese (Simplified),RV,zh
catch,take,person_2960,赶上,采取,Chinese (Simplified),RV,zh
Afterwards,After,person_2960,事后,后,Chinese (Simplified),RY,zh
go,have,person_2960,去,有,Chinese (Simplified),RV,zh
attracts,bring,person_2960,吸引,带来,Chinese (Simplified),RV,zh
playing,play,person_3116,玩,游戏,Chinese (Simplified),RN,zh
disco,disc,person_3116,迪斯科,椎间盘,Chinese (Simplified),RN,zh
off,up,person_3116,了,起来,Chinese (Simplified),RY,zh
historic,historical,person_3116,历史性,历史,Chinese (Simplified),RJ,zh
gave,was,person_3116,给,是,Chinese (Simplified),RV,zh
not,no,person_3116,不是,没有,Chinese (Simplified),RY,zh
especially,specially,person_3116,特别是,专门,Chinese (Simplified),RY,zh
playing,performing,person_2798,玩,表演,Chinese (Simplified),RV,zh
rare,special,person_2798,罕见,特殊,Chinese (Simplified),RJ,zh
has,gets,person_2798,有,获取,Chinese (Simplified),RV,zh
costume,clothes,person_3096,服装,衣服,Chinese (Simplified),RN,zh
take,make,person_3096,采取,使,Chinese (Simplified),RV,zh
prize,gift,person_3096,奖,礼物,Chinese (Simplified),RN,zh
suite,suit,person_3096,套房,西装,Chinese (Simplified),RN,zh
questions,doubts,person_3241,问题,疑虑,Chinese (Simplified),RN,zh
help,make,person_3241,帮助,使,Chinese (Simplified),RV,zh
let,make,person_3241,让,使,Chinese (Simplified),RV,zh
ways,points,person_3241,方式,点,Chinese (Simplified),RN,zh
specially,especially,person_3241,专门,特别是,Chinese (Simplified),RY,zh
learn,know,person_3241,学习,知道,Chinese (Simplified),RV,zh
well,nicely,person_3241,好,好听,Chinese (Simplified),RY,zh
leaves,starts,person_3278,叶,开始,Chinese (Simplified),RV,zh
are,gathers,person_3278,是,聚集,Chinese (Simplified),RV,zh
home,family,person_3278,回家,家庭,Chinese (Simplified),RN,zh
item,equipment,person_3278,项目,设备,Chinese (Simplified),RN,zh
listening,hearing,person_3278,听力,听到,Chinese (Simplified),RV,zh
longer,more,person_3278,长,更,Chinese (Simplified),RY,zh
pleased,grateful,person_2992,高兴,感激,Chinese (Simplified),RJ,zh
acquire,get,person_2992,获得,得到,Chinese (Simplified),RV,zh
attend,attempt,person_3252,出席,尝试,Chinese (Simplified),RV,zh
attendance,attempt,person_3252,考勤,尝试,Chinese (Simplified),RN,zh
activities,event,person_3252,活动,事件,Chinese (Simplified),RN,zh
clothes,cloths,person_3252,衣服,布,Chinese (Simplified),RN,zh
even,still,person_575,mesmo,ainda,Portuguese,RY,pt
provide,have,person_575,fornecer,ter,Portuguese,RV,pt
teach,know,person_575,ensinar,sei,Portuguese,RV,pt
addition,addictions,person_575,adição,vícios,Portuguese,RN,pt
believe,hope,person_575,acreditar,espero,Portuguese,RV,pt
news,notices,person_575,notícias,avisos,Portuguese,RN,pt
change,changing,person_2695,mudança,mudando,Portuguese,RN,pt
could,would,person_2695,poderia,iria,Portuguese,RV,pt
repairs,work,person_2695,reparos,trabalho,Portuguese,RN,pt
leisure,distractions,person_2695,lazer,distrações,Portuguese,RN,pt
suffer,have,person_2695,sofrer,ter,Portuguese,RV,pt
understanding,comprehensible,person_2695,compreensão,compreensível,Portuguese,RJ,pt
waste,polluted,person_2695,resíduos,poluído,Portuguese,RJ,pt
promised,said,person_1203,prometeu,disse,Portuguese,RV,pt
promises,tell,person_2496,promete,dizer,Portuguese,RV,pt
has,do,person_2496,tem,fazer,Portuguese,RV,pt
disgrace,shame,person_2496,desgraça,vergonha,Portuguese,RN,pt
got,happened,person_2496,tem,aconteceu,Portuguese,RV,pt
away,distant,person_2496,afastado,distante,Portuguese,RY,pt
become,turned,person_2496,tornar,transformou,Portuguese,RV,pt
liked,enjoyed,person_2537,gostava,apreciado,Portuguese,RV,pt
promised,suggested,person_2537,prometeu,sugeriu,Portuguese,RV,pt
was,got,person_2537,foi,tem,Portuguese,RV,pt
think,brainstorm,person_2537,pensar,debater,Portuguese,RV,pt
appeared,was,person_1201,apareceu,foi,Portuguese,RV,pt
published,written,person_1201,publicado,escrito,Portuguese,RV,pt
do,make,person_1201,fazer,fazer,Portuguese,RV,pt
advancing,increasing,person_1201,avançando,aumentar,Portuguese,RV,pt
Recently,Lately,person_1110,recentemente,ultimamente,Portuguese,RY,pt
irritated,nervous,person_1110,irritado,nervoso,Portuguese,RJ,pt
cook,cooker,person_1110,cozinheiro,fogão,Portuguese,RN,pt
was,become,person_525,foi,tornar,Portuguese,RV,pt
advertised,announced,person_525,anunciado,anunciou,Portuguese,RV,pt
having,taking,person_525,tendo,tomando,Portuguese,RV,pt
So,Thus,person_525,então,assim,Portuguese,RY,pt
saw,noted,person_525,vi,observou,Portuguese,RV,pt
tell,say,person_525,dizer,dizer,Portuguese,RV,pt
Also,Besides,person_525,também,além,Portuguese,RY,pt
came,become,person_525,veio,tornar,Portuguese,RV,pt
games,plays,person_525,jogos,execuções,Portuguese,RN,pt
haven't,didn't,person_525,não,não,Portuguese,RV,pt
go,stay,person_525,ir,ficar,Portuguese,RV,pt
exchange,change,person_525,trocar,mudar,Portuguese,RV,pt
got,had,person_651,tem,tinha,Portuguese,RV,pt
stated,mentioned,person_651,afirmou,mencionado,Portuguese,RV,pt
get,have,person_651,obter,ter,Portuguese,RV,pt
could,would,person_651,poderia,iria,Portuguese,RV,pt
could,would,person_651,poderia,iria,Portuguese,RV,pt
complaint,complaining,person_137,queixa,reclamando,Portuguese,RN,pt
get,have,person_137,obter,ter,Portuguese,RV,pt
well,exactly,person_137,poço,exatamente,Portuguese,RY,pt
advancing,growing,person_137,avançando,crescente,Portuguese,RV,pt
yesterday,last,person_2194,ontem,última,Portuguese,RJ,pt
stressful,stressed,person_2194,estressante,estressado,Portuguese,RJ,pt
setting,letting,person_2194,definir,deixar,Portuguese,RV,pt
intelligence,attention,person_2194,inteligência,atenção,Portuguese,RN,pt
ways,manners,person_2194,maneiras,maneiras,Portuguese,RN,pt
stated,marked,person_1648,afirmou,marcado,Portuguese,RV,pt
getting,having,person_335,ficando,tendo,Portuguese,RV,pt
promises,says,person_335,promete,diz,Portuguese,RV,pt
notice,advise,person_335,observe,aconselhar,Portuguese,RN,pt
mass,massive,person_335,maciça,maciça,Portuguese,RJ,pt
ordinary,common,person_335,ordinário,comum,Portuguese,RJ,pt
allowed,provided,person_335,permitido,fornecido,Portuguese,RV,pt
broadened,made,person_335,ampliou,feito,Portuguese,RV,pt
deal,amount,person_335,acordo,quantidade,Portuguese,RN,pt
PERFORMED,PRESENTED,person_654,executada,apresentado,Portuguese,RV,pt
INACCURATE,WRONG,person_654,impreciso,errado,Portuguese,RJ,pt
INCLUDE,HAVE,person_654,incluem,ter,Portuguese,RV,pt
DISTANCES,MAKES,person_654,distancia,faz,Portuguese,RV,pt
might,can,person_246,pode,pode,Portuguese,RV,pt
shop,buy,person_246,comprar,comprar,Portuguese,RV,pt
create,bring,person_246,criar,trazer,Portuguese,RV,pt
was,stayed,person_1938,foi,ficado,Portuguese,RV,pt
thought,knew,person_1938,pensei,sabia,Portuguese,RV,pt
advertisement,propaganda,person_1938,anúncio,propaganda,Portuguese,RN,pt
was,had,person_1938,foi,tinha,Portuguese,RV,pt
get,have,person_1938,obter,ter,Portuguese,RV,pt
complain,complement,person_1938,reclamar,complementar,Portuguese,RV,pt
get,have,person_1938,obter,ter,Portuguese,RV,pt
doing,getting,person_1938,fazendo,ficando,Portuguese,RV,pt
take,get,person_1938,levar,obter,Portuguese,RV,pt
have,know,person_465,ter,sei,Portuguese,RV,pt
almost,quite,person_465,quase,bastante,Portuguese,RY,pt
had,earned,person_465,tinha,ganhou,Portuguese,RV,pt
son,sun,person_465,filho,sol,Portuguese,RN,pt
son,sun,person_465,filho,sol,Portuguese,RN,pt
can,get,person_465,pode,obter,Portuguese,RV,pt
fashions,clothes,person_465,modas,roupas,Portuguese,RN,pt
lie,fraud,person_513,mentira,fraude,Portuguese,RN,pt
has,could,person_513,tem,poderia,Portuguese,RV,pt
excited,exciting,person_513,animado,emocionante,Portuguese,RJ,pt
devices,facilities,person_513,dispositivos,instalações,Portuguese,RN,pt
audience,public,person_260,audiência,público,Portuguese,RN,pt
lover,love,person_260,amante,amor,Portuguese,RN,pt
break,brake,person_260,quebrar,frear,Portuguese,RV,pt
did,was,person_1731,fez,foi,Portuguese,RV,pt
got,had,person_1731,tem,tinha,Portuguese,RV,pt
advertised,written,person_1731,anunciado,escrito,Portuguese,RV,pt
tell,say,person_1731,dizer,dizer,Portuguese,RV,pt
advancing,increasing,person_1731,avançando,aumentar,Portuguese,RV,pt
is,was,person_1731,é,foi,Portuguese,RV,pt
get,have,person_1731,obter,ter,Portuguese,RV,pt
gave,made,person_662,deu,feito,Portuguese,RV,pt
pipe,tube,person_662,tubulação,tubo,Portuguese,RN,pt
problems,troubles,person_662,problemas,problemas,Portuguese,RN,pt
pay,cash,person_662,pagar,descontar,Portuguese,RV,pt
obvious,evident,person_662,óbvio,evidente,Portuguese,RJ,pt
opportunity,possibility,person_662,oportunidade,possibilidade,Portuguese,RN,pt
has,is,person_662,tem,é,Portuguese,RV,pt
created,granted,person_662,criado,concedido,Portuguese,RV,pt
conveniences,facilities,person_662,conveniências,instalações,Portuguese,RN,pt
fun,funny,person_2670,divertida,engraçado,Portuguese,RJ,pt
wear,use,person_2670,vestir,usar,Portuguese,RV,pt
wear,use,person_2670,vestir,usar,Portuguese,RV,pt
fun,funny,person_2670,divertida,engraçado,Portuguese,RJ,pt
wear,use,person_2670,vestir,usar,Portuguese,RV,pt
wear,use,person_2670,vestir,usar,Portuguese,RV,pt
decided,diced,person_940,decidiu,picado,Portuguese,RV,pt
performed,presented,person_2459,executada,apresentado,Portuguese,RV,pt
provide,make,person_2459,fornecer,fazer,Portuguese,RV,pt
things,aspects,person_2459,coisas,aspectos,Portuguese,RN,pt
potential,facility,person_2459,potencial,facilidade,Portuguese,RN,pt
created,caused,person_2459,criado,causado,Portuguese,RV,pt
things,aspects,person_2459,coisas,aspectos,Portuguese,RN,pt
mess,mass,person_830,bagunça,massa,Portuguese,RN,pt
were,seems,person_830,foram,parece,Portuguese,RV,pt
disappointed,disappointing,person_830,desapontado,decepcionante,Portuguese,RJ,pt
show,section,person_830,visualizar,seção,Portuguese,RN,pt
can,had,person_830,pode,tinha,Portuguese,RV,pt
develops,goes,person_830,desenvolve,vai,Portuguese,RV,pt
needs,necessities,person_830,necessidades,necessidades,Portuguese,RN,pt
intended,meant,person_788,pretendido,significava,Portuguese,RV,pt
talked,spoke,person_788,conversamos,falou,Portuguese,RV,pt
musical,play,person_213,musical,jogo,Portuguese,RN,pt
give,have,person_213,dar,ter,Portuguese,RV,pt
inventions,discoveries,person_213,invenções,descobertas,Portuguese,RN,pt
opportunity,possibility,person_213,oportunidade,possibilidade,Portuguese,RN,pt
MADE,BEEN,person_2306,feito,sido,Portuguese,RV,pt
MEANS,WAYS,person_2306,meios,maneiras,Portuguese,RN,pt
OPPORTUNITIES,FACILITIES,person_2306,oportunidades,instalações,Portuguese,RN,pt
ABILITY,CONDITIONS,person_2306,capacidade,condições,Portuguese,RN,pt
SHOULD,CAN,person_2306,deve,pode,Portuguese,RV,pt
acting,starring,person_2311,agindo,estrelando,Portuguese,RV,pt
had,passed,person_2311,tinha,passado,Portuguese,RV,pt
cooked,did,person_2311,cozido,fez,Portuguese,RV,pt
was,got,person_365,foi,tem,Portuguese,RV,pt
contrary,differently,person_365,contrário,diferente,Portuguese,RY,pt
stuck,stamped,person_365,preso,carimbado,Portuguese,RV,pt
do,enjoy,person_1006,fazer,desfrutar,Portuguese,RV,pt
make,do,person_1006,fazer,fazer,Portuguese,RV,pt
put,get,person_1006,colocar,obter,Portuguese,RV,pt
wide,big,person_1006,ampla,grande,Portuguese,RJ,pt
dry,dried,person_1006,seco,secado,Portuguese,RJ,pt
areas,part,person_183,áreas,parte,Portuguese,RN,pt
used,use,person_2483,usado,usar,Portuguese,RV,pt
surfing,surf,person_2483,surf,surf,Portuguese,RN,pt
shopping,buy,person_2483,comprando,comprar,Portuguese,RV,pt
compulsive,compulsory,person_2483,compulsivo,obrigatório,Portuguese,RJ,pt
shopper,buyer,person_2483,comprador,comprador,Portuguese,RN,pt
stamina,resistance,person_2657,resistência,resistência,Portuguese,RN,pt
question,subject,person_2657,pergunta,assunto,Portuguese,RN,pt
waste,kill,person_2657,desperdiçar,matar,Portuguese,RV,pt
especially,specially,person_2657,especialmente,especialmente,Portuguese,RY,pt
exams,tests,person_2655,exames,testes,Portuguese,RN,pt
broke,broken,person_755,falido,quebrado,Portuguese,RJ,pt
should,could,person_755,deve,poderia,Portuguese,RV,pt
occasion,date,person_755,ocasião,data,Portuguese,RN,pt
get,be,person_755,obter,ser,Portuguese,RV,pt
trip,travel,person_2318,viagem,viagem,Portuguese,RN,pt
away,out,person_2318,afastado,fora,Portuguese,RY,pt
should,will,person_2318,deve,vai,Portuguese,RV,pt
reply,answer,person_2318,responder,responder,Portuguese,RV,pt
time,date,person_2442,tempo,data,Portuguese,RN,pt
improve,increase,person_2442,melhorar,aumentar,Portuguese,RV,pt
really,too,person_2442,realmente,também,Portuguese,RY,pt
don't,aren't,person_2442,não,não,Portuguese,RV,pt
met,known,person_2442,conheci,conhecido,Portuguese,RV,pt
stressful,stressed,person_2442,estressante,estressado,Portuguese,RJ,pt
Especially,Specially,person_2237,especialmente,especialmente,Portuguese,RY,pt
assistants,sellers,person_2237,assistentes,vendedores,Portuguese,RN,pt
off,of,person_2220,fora,de,Portuguese,RY,pt
came,went,person_2220,veio,fui,Portuguese,RV,pt
endure,bear,person_2594,suportar,suportar,Portuguese,RV,pt
art,artist,person_1329,arte,artista,Portuguese,RN,pt
done,made,person_1329,feito,feito,Portuguese,RV,pt
fun,enjoyable,person_1329,divertida,agradável,Portuguese,RJ,pt
reluctant,unhappy,person_1329,relutante,infeliz,Portuguese,RJ,pt
shop,buy,person_1329,comprar,comprar,Portuguese,RV,pt
have,get,person_2555,ter,obter,Portuguese,RV,pt
especially,specially,person_2555,especialmente,especialmente,Portuguese,RY,pt
pleased,pleasant,person_2555,satisfeito,agradável,Portuguese,RJ,pt
do,practice,person_2555,fazer,praticar,Portuguese,RV,pt
annoying,boring,person_2555,irritante,chato,Portuguese,RJ,pt
annoying,boring,person_2555,irritante,chato,Portuguese,RJ,pt
shop,buy,person_1896,comprar,comprar,Portuguese,RV,pt
have,do,person_1896,ter,fazer,Portuguese,RV,pt
habits,customs,person_1896,hábitos,aduaneira,Portuguese,RN,pt
period,time,person_1508,período,tempo,Portuguese,RN,pt
take,go,person_1508,levar,ir,Portuguese,RV,pt
take,go,person_1508,levar,ir,Portuguese,RV,pt
development,growing,person_1508,desenvolvimento,crescente,Portuguese,RN,pt
been,gone,person_2016,sido,ido,Portuguese,RV,pt
explain,tell,person_2016,explicar,dizer,Portuguese,RV,pt
close,straight,person_50,perto,reta,Portuguese,RJ,pt
